"brand_name","generic_name","years_with_data","mean_beneficiaries","latest_beneficiaries","mean_dosage_unit","latest_dosage_unit"
"Calquence","Acalabrutinib",7,4229.4,2590,1379025.7,235024
"Methylphenidate ER (La)","Methylphenidate HCl",9,1584.7,2313,247556,234967
"Tazverik","Tazemetostat Hydrobromide",4,143.5,207,146893,234798
"Humira Pen","Adalimumab",12,34128.2,13638,586982.9,234721.4
"Veozah","Fezolinetant",1,2837,2837,233948,233948
"Easy Glide Pen Needle","Pen Needle, Diabetic",6,943.5,678,311620.3,233780
"Abilify Maintena","Aripiprazole",11,20161,29378,149297,233084.9
"Apidra Solostar","Insulin Glulisine",12,8719.1,2418,644621.3,233007
"Advocate Syringes","Syring-Needl,Disp,Insul,0.3 Ml",12,668.2,913,182668,232502
"Cayston","Aztreonam Lysine",12,855.1,743,250404.6,231840
"Kurvelo","Levonorgestrel/Ethin.Estradiol",9,646.1,935,142998.3,231019
"Erlotinib HCl","Erlotinib HCl",5,1152.4,956,187549.4,230787
"Alyacen","Norethindrone-Ethin. Estradiol",9,1097.1,1056,224378.2,230163
"Lyllana","Estradiol",4,2890,5567,117666.2,230023
"Jynarque","Tolvaptan",6,313.5,486,138933.2,229343
"Inrebic","Fedratinib Dihydrochloride",5,423.2,421,201680.4,229180
"Clinimix E","Aa 5%/D15w/Electrolytes",10,30.7,NA,1251812.4,228954
"Atacand","Candesartan Cilexetil",11,7091.2,700,1575622.3,228811
"Dojolvi","TriHEPtanoin",3,16.7,21,193025.3,228648
"Mimvey","Estradiol/Norethindrone Acet",12,2746.8,1302,478047.2,228636
"Loryna","Ethinyl Estradiol/Drospirenone",10,829.8,1088,134845.8,227722
"Teflaro","Ceftaroline Fosamil Acetate",12,1357.8,887,1075679.8,225999.982
"Pregabalin ER","Pregabalin",3,908.3,1136,167687,225632
"Dilantin-125","Phenytoin",10,340.2,73,914549.5,225551
"Geodon","Ziprasidone HCl",12,9158.2,359,1855670.2,225515
"Ranexa","Ranolazine",12,124731.8,1203,48400186.8,225294
"Naftin","Naftifine HCl",9,10916.6,1900,1032593.6,224931
"Roxicodone","Oxycodone HCl",12,365.6,237,361023.7,223625
"Cyclophosphamide*","Cyclophosphamide",10,2279.2,1621,311637.6,223191.302
"Prilosec","Omeprazole Magnesium",11,1058.3,837,191018.8,222934
"Genotropin","Somatropin",12,921,1572,146116.9,222646
"Clinimix","Amino Acids 4.25 %/Dextrose 5%",4,15.7,19,173750,222000
"Chlordiazepoxide-Amitriptyline","Amitriptyline/Chlordiazepoxide",12,2732.2,642,927530.7,221837
"Ruxience","Rituximab-Pvvr",4,328.8,791,91637.3,221356.1
"Segluromet","Ertugliflozin/Metformin",6,490.2,722,132548.8,221262
"Pfizerpen","Penicillin G Potassium",12,621.6,419,581114.5,221133.55
"Tri-Lo-Mili","Norgestimate-Ethinyl Estradiol",5,642.8,1171,107534,220728
"Taztia Xt","Diltiazem HCl",12,33953.3,1349,7087272.5,220522
"Evotaz","Atazanavir Sulfate/Cobicistat",9,1585,805,379180.2,219808.985
"Isotretinoin","Isotretinoin",6,905.3,2097,91816.2,219111
"Enskyce","Desogestrel-Ethinyl Estradiol",11,832.2,904,161173.1,218426
"Levetiracetam-NaCl","Levetiracetam In NaCl (Iso-Os)",9,34.2,28,158368.9,218000
"Techlite Insulin Syringe","Syrge-Ndl,Ins 0.3 Ml Half Mark",6,573.7,794,153210.5,215971
"Procardia XL","Nifedipine",12,1227.4,652,362958.4,215874
"Nitrostat","Nitroglycerin",12,557327.2,2746,36474518.1,214506.5
"Flector","Diclofenac Epolamine",10,24243.4,937,3402634.9,214002
"Zeposia","Ozanimod Hydrochloride",4,549.8,1034,109511,213889
"Vivelle-Dot","Estradiol",12,19496.4,3081,1127675.4,213732
"Dexamethasone Intensol","Dexamethasone",12,994.5,1486,177755.7,213584
"Fondaparinux Sodium","Fondaparinux Sodium",12,7804.6,2688,285659.1,213490.3
"Mydayis","Dextroamphetamine/Amphetamine",7,788.1,1164,137234,212633
"Zocor","Simvastatin",10,2909,769,788634.1,212513
"Rayos","Prednisone",12,1032.2,889,203289.8,212504
"Carteolol HCl","Carteolol HCl",12,6352.2,5536,218184.9,211585
"Intelence","Etravirine",12,7796.5,590,4848142,210920
"Complera","Emtricita/Rilpivirine/Tenof Df",12,4385.8,782,1022209,210573
"Spravato","Esketamine HCl",5,2050.8,3884,108465.7,210530
"Colistimethate","Colistin (Colistimethate Na)",12,1562.2,1652,180164.1,210418
"Cefoxitin","Cefoxitin Sodium",12,532.2,390,318517.4,210067.61
"Nizatidine","Nizatidine",12,9134.2,1039,2389095.5,209264
"Droxia","Hydroxyurea",12,697.8,875,200384.1,209102
"Erivedge","Vismodegib",12,1782,1719,226875.8,208859
"Humalog Mix 50-50","Insulin Lispro Protamin/Lispro",12,3338.4,1297,588837.8,208520
"Tobi Podhaler","Tobramycin",9,396.3,315,217405.3,207984
"Lamictal ODT","Lamotrigine",12,1070.9,264,478167.3,207801
"Incassia","Norethindrone",5,861,1158,144834.4,205582
"Easy Touch Insulin Syringe","Syringe And Needle,Insulin,1ml",12,1067,883,292244.3,205570
"Orserdu","Elacestrant HCl",1,1640,1640,205200,205200
"Letairis","Ambrisentan",11,4779.1,743,1116786.9,204745
"Climara","Estradiol",12,8477.1,6601,297727.7,204713
"Sinemet 25-100","Carbidopa/Levodopa",9,695.6,214,968193.6,203435
"True Comfort Pro Ins Syringe","Syringe And Needle,Insulin,1ml",2,350,668,104500,202170
"Carefine Pen Needle","Pen Needle, Diabetic",9,1130.7,639,319333.4,201533
"Micardis HCT","Telmisartan/Hydrochlorothiazid",12,15252.1,674,3437389.9,201164
"Twinrix","Hepatitis A And B Vaccine/PF",12,28002.9,119578,45336.5,200788
"Caspofungin Acetate","Caspofungin Acetate",7,622.3,915,129556.9,200385.915
"Tobradex","Tobramycin/Dexamethasone",12,68232,39403,351873.9,200256.5
"Quinine Sulfate","Quinine Sulfate",12,3518.5,1138,520682.3,199942
"Cyclobenzaprine HCl ER","Cyclobenzaprine HCl",5,1113,1385,152931.3,199713.4
"Promethazine-Codeine","Promethazine HCl/Codeine",12,7616,961,1952236.7,199388
"Cefixime","Cefixime",9,5015.7,11613,142221.1,199130
"Portia","Levonorgestrel/Ethin.Estradiol",9,953.7,734,216433.9,199033
"Dipentum","Olsalazine Sodium",11,426.4,215,338759.3,198689
"Stribild","Elviteg/Cob/Emtri/Tenofo Disop",10,5738,757,1295125.9,197971
"Sodium Phenylbutyrate","Sodium Phenylbutyrate",11,48.6,69,120359.5,197159
"Lorbrena","Lorlatinib",6,362.5,605,106228,196090
"1st Tier Unifine Pentips","Pen Needle, Diabetic",12,1890.2,699,608746.5,195672
"Exforge","Amlodipine Besylate/Valsartan",10,16163.6,648,3486051.9,194893
"Krazati","Adagrasib",1,443,443,194653,194653
"Emtricitabine","Emtricitabine",4,987.8,997,162282.1,193354
"Levonorg-Eth Estrad Eth Estrad","L-Norgest/E.Estradiol-E.Estrad",12,648,881,138552.1,192293
"Nikki","Ethinyl Estradiol/Drospirenone",10,693.3,979,124858.1,191193
"Lo Loestrin Fe","Norethindrone-E.Estradiol-Iron",12,885.9,963,143601.1,191053
"Griseofulvin Ultramicrosize","Griseofulvin Ultramicrosize",12,3023,1743,226475,190890
"Altavera","Levonorgestrel/Ethin.Estradiol",7,576,759,112458.4,190389
"Clinimix","Amino Acids 5 %/Dextrose 15 %",10,17,NA,307029.9,189007
"Embrace Pen Needle","Pen Needle, Diabetic",1,977,977,187820,187820
"Divigel","Estradiol",10,2273.3,1057,412179.2,187775.25
"Vigabatrin","Vigabatrin",7,103.3,124,136035.1,186646
"Risperdal Consta","Risperidone Microspheres",12,21488,11151,363464.1,186414.001
"Xolair","Omalizumab",12,5082.8,9161,106624.5,186295.9
"Zyvox","Linezolid In Dextrose 5%",10,304.3,32,2032400.8,185700
"Dilaudid","Hydromorphone HCl",11,872.4,183,962806.6,184283
"Alrex","Loteprednol Etabonate",12,25084.4,13226,348183.2,184181
"Welireg","Belzutifan",3,247.3,453,97920.3,183857
"Bivigam","Immun Glob G(IgG)/Gly/IgA Ov50",7,63.9,36,308871.4,183000
"Lapatinib","Lapatinib Ditosylate",4,242,260,144032.2,182457
"Dobutamine HCl-D5W","Dobutamine HCl In Dextrose 5 %",8,26.7,13,313157.2,180963.4
"Elinest","Norgestrel-Ethinyl Estradiol",12,619.8,705,134159.2,180695
"Delstrigo","Doravirine/Lamivu/Tenofov Diso",6,380.7,722,88344.2,179997
"Provigil","Modafinil",12,3483.1,509,708176,179694
"Iclusig","Ponatinib HCl",10,511.5,841,106776,179592
"Mytesi","Crofelemer",8,477,379,192486,178668
"Ribavirin*","Ribavirin",6,1374.7,1130,181367.3,178321
"Streptomycin Sulfate","Streptomycin Sulfate",12,723.2,1682,88664.6,177620.4
"Androderm","Testosterone",11,8343.7,2562,1199158,177027
"Lysodren","Mitotane",9,142.2,173,128210.6,176249
"Evista","Raloxifene HCl",12,73574,625,16505405.5,175516
"Dasetta","Norethindrone-Ethin. Estradiol",9,952.2,674,210603.2,175193
"Sunitinib Malate","Sunitinib Malate",3,1055.3,1343,118716,174932
"Thyquidity","Levothyroxine Sodium",3,177.7,204,131523.5,174905.5
"Emsam","Selegiline",12,1171.5,877,214124.4,174314
"Pyrazinamide","Pyrazinamide",12,1250.7,1225,164865.4,174208
"Clinimix","Amino Acid 8 % In D14w",3,NA,NA,129683.3,174011
"Truxima","Rituximab-Abbs",4,394.8,614,116978,173762
"Sf","Fluoride (Sodium)",10,9061.6,1338,1229070,173237.8
"Plenvu","PEG3350/Sod Sul/NaCl/KCl/Asb/C",6,35224.8,56685,106933.4,172839
"Magnesium Sulfate","Magnesium Sulfate In Water",12,131.8,222,239267,172309.1
"Promethazine Vc","Phenylephrine HCl/Prometh HCl",8,8027.4,690,2743577.9,172217.054
"Xermelo","Telotristat Etiprate",4,345.6,367,133941,171906
"Eysuvis","Loteprednol Etabonate",3,8681.3,12546,117635,171096.9
"Albendazole","Albendazole",6,4953.2,7118,87063.8,170440
"Tigecycline","Tigecycline",8,600.7,655,261387.3,170078.6
"Ciprodex","Ciprofloxacin HCl/Dexameth",10,128722.3,17816,1074989.4,169791
"Syeda","Ethinyl Estradiol/Drospirenone",10,603,744,134431.1,169714
"Silvadene","Silver Sulfadiazine",12,2204.8,925,344938.2,169706
"Qnasl","Beclomethasone Dipropionate",12,6970.6,2970,241718.1,168731.2
"Daysee","L-Norgest/E.Estradiol-E.Estrad",11,423.1,753,88096.8,168457
"Norpace Cr","Disopyramide Phosphate",12,767.3,338,461022.6,168012
"Larin","Norethindrone Ac-Eth Estradiol",10,625.2,886,103890.1,167510
"Pulmicort Flexhaler","Budesonide",12,50992.2,43954,199318.3,167458.93
"Tavalisse","Fostamatinib Disodium",6,379.2,486,114072.7,167114
"Mono-Linyah","Norgestimate-Ethinyl Estradiol",11,1590.5,826,273516.9,166244
"Proair Respiclick","Albuterol Sulfate",9,68491.8,61816,155110.1,165232.097
"Clinimix E","Amino Ac 4.25% No.1/D5W/Lytes",3,NA,NA,124666.7,165000
"Amoxapine","Amoxapine",12,1312.8,450,583677.5,164713
"Spinosad","Spinosad",4,371,638,80072.5,164700
"Calcium Gluconate","Calcium Gluconate",7,58.8,59,354008.8,164234.754
"Compro","Prochlorperazine",12,10852.3,6848,215370.1,164007
"Livtencity","Maribavir",3,230.3,433,84549.3,163286
"Alcohol Wipes","Alcohol Antiseptic Pads",12,1409.8,476,321028,163046.333
"Glucotrol XL","Glipizide",12,1047.2,401,377682.2,162470
"Aplenzin","Bupropion HBr",9,515,741,112857.7,161791
"Carnitor","Levocarnitine (With Sugar)",12,52.9,24,162320,161304
"Yonsa","Abiraterone Acet,Submicronized",6,218.5,228,145496.3,160050
"Adacel Tdap","Diph,Pertuss(Acell),Tet Vac/PF",12,186476.2,240258,133351.6,160008.8
"Ilevro","Nepafenac",8,140181.3,28476,481019.7,159833
"Mini Pen Needle","Pen Needle, Diabetic",2,1207,480,459977,159504
"Xerava","Eravacycline Di-Hydrochloride",5,127,200,85581.6,159356.36
"Opdivo","Nivolumab",9,543.8,695,118468.2,159208
"Sotyktu","Deucravacitinib",2,637.5,1148,82598.5,158207
"Setlakin","Levonorgestrel/Ethin.Estradiol",8,615.9,592,148745.4,156950
"Benlysta*","Belimumab",10,2242.3,4938,69776,156258.55
"Librax","Chlordiazepoxide/Clidinium Br",8,578.6,317,201175.4,155776
"Vagifem","Estradiol",12,48398.1,2346,2498291.4,154964
"Tri-Lo-Sprintec","Norgestimate-Ethinyl Estradiol",8,1156.6,892,198294.4,154812
"Claravis","Isotretinoin",12,1390,1505,173935.8,154689
"Carospir","Spironolactone",6,145.3,238,95446.2,154405
"Isturisa","Osilodrostat Phosphate",4,121.5,202,83137.5,153010
"Betimol","Timolol",10,10179.4,6978,226625.6,152500.33
"Paroxetine Mesylate","Paroxetine Mesylate",7,1138.4,1010,166149.4,152240
"Combipatch","Estradiol/Norethindrone Acet",12,3971.3,3033,186957.5,152146
"Azulfidine","Sulfasalazine",12,362.4,204,270056.2,152048
"Serostim","Somatropin",12,759.8,604,181885.5,152001
"Betaseron","Interferon Beta-1b",12,3370.6,1207,417038.3,151963
"Dihydroergotamine Mesylate*","Dihydroergotamine Mesylate",10,3221,3239,108741.8,151773
"Rydapt","Midostaurin",7,421.1,347,169287.1,151642
"Flarex","Fluorometholone Acetate",12,4999.9,15372,48712.4,150982.6
"Oxaliplatin","Oxaliplatin",12,455.9,768,67317.7,150438.2
"Oxandrolone","Oxandrolone",12,1222.8,563,417584.5,150435
"Ulticare Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",8,368.8,599,91292.9,150010
"Semglee (Yfgn)","Insulin Glargine-Yfgn",3,1495.3,3311,59945,149589
"Soma","Carisoprodol",12,486.1,258,202919.9,149012
"Aldactone","Spironolactone",12,729.3,510,206900,148152
"Colcrys","Colchicine",12,178175.8,1022,20355095.3,147698
"Evoxac","Cevimeline HCl",12,1617.3,280,732570.7,147350
"Celontin","Methsuximide",12,338.5,217,260870,147273
"Fioricet","Butalb/Acetaminophen/Caffeine",11,861.1,356,229333.1,146673
"Enbrel Mini","Etanercept",7,3745.1,4486,106078.3,146378.92
"Epinastine HCl","Epinastine HCl",12,11620.9,7817,178802.6,145359.5
"Cabenuva","Cabotegravir/Rilpivirine",3,2992.7,5075,78883.7,145285
"Insulin Degludec Pen (U-200)","Insulin Degludec",2,3427,6510,75232.5,144789
"Tricor","Fenofibrate Nanocrystallized",12,46011.2,561,11310869.2,144128
"Venclexta Starting Pack","Venetoclax",8,2363.5,3396,100300.9,143737
"Tri-Linyah","Norgestimate-Ethinyl Estradiol",11,1313.5,622,239055.3,143699
"Versacloz","Clozapine",7,84.2,89,121452.5,143557.208
"Bacitracin-Polymyxin","Bacitracin/Polymyxin B Sulfate",12,25880.6,28443,130121.7,143204.5
"Carboplatin","Carboplatin",12,766.3,887,134098,142894.6
"Travatan Z","Travoprost",10,265597.8,7534,4140798,142400.5
"Thalitone","Chlorthalidone",3,732.7,1250,76301.8,142259
"Deferiprone","Deferiprone",3,140,198,100645,141717
"Kisqali Femara Co-Pack","Ribociclib Succinate/Letrozole",7,249.1,263,117092.7,141576
"Mefloquine HCl","Mefloquine HCl",12,10212.2,11922,111672.9,141201
"Clarinex-D 12 Hour","Desloratadine/Pseudoephedrine",10,976.2,380,209975.2,139970
"Kelnor 1-35","Ethynodiol D-Ethinyl Estradiol",12,575.7,488,143509,139396
"Xalkori","Crizotinib",12,790.3,387,241693.8,139342
"Sronyx","Levonorgestrel/Ethin.Estradiol",8,613.6,641,113055.2,138957
"Actemra Actpen","Tocilizumab",5,4154.2,6927,75449.5,138823.7
"B-D Single Use Alcohol Swab","Alcohol Antiseptic Pads",12,293.2,347,116294.5,138663
"Proctofoam-HC","Hydrocortisone/Pramoxine",12,8015.1,6723,141774.1,138520
"Oracea","Doxycycline Monohydrate",12,2886.1,905,411866.5,138155
"Baraclude","Entecavir",12,2586.2,250,657296.9,138081
"Seglentis","Tramadol HCl/Celecoxib",2,903,1330,90127.5,138004
"Hailey 24 Fe","Norethindrone-E.Estradiol-Iron",5,327.8,719,57587.8,137551
"Microgestin","Norethindrone Ac-Eth Estradiol",9,1685.5,733,193547.1,137531
"Butorphanol Tartrate*","Butorphanol Tartrate",10,4178.6,2753,195091.4,137059
"Apokyn","Apomorphine HCl",12,816.9,581,178459.3,136764
"Curity Alcohol Preps","Alcohol Antiseptic Pads",12,1416.5,418,528083.1,136642
"Myfortic","Mycophenolate Sodium",12,1355.8,215,926532.6,136024
"Valchlor","Mechlorethamine HCl",9,449.3,487,103820,134760
"Vasotec","Enalapril Maleate",11,779.9,276,309775.2,134280
"Ajovy Autoinjector","Fremanezumab-Vfrm",4,9440.2,14658,79392.5,134253
"Malathion","Malathion",10,2080.8,1252,201436.6,133880
"Fleqsuvy","Baclofen",2,76.5,92,92823,133638
"Omnipod Classic Pods (Gen 3)","Insulin Pump Cart,Cont Inf,Rf",6,3476,1746,336568.5,133600
"Tribenzor","Olmesartan/Amlodipin/HCThiazid",12,14902,468,3330766,133583
"Lotemax","Loteprednol Etabonate",12,135653.2,15993,1517061.2,133367.5
"Jaypirca","Pirtobrutinib",1,647,647,133333,133333
"Gilotrif","Afatinib Dimaleate",11,1245.8,816,185312.6,132816
"Invega Trinza","Paliperidone Palmitate",9,14073.4,18591,98062,132581.134
"Lyumjev Kwikpen U-200","Insulin Lispro-Aabc",4,833,1745,57631.5,132525
"Moxifloxacin","Moxifloxacin-Sod.Chloride(Iso)",6,32.7,24,105007.3,132253
"Remeron","Mirtazapine",10,826.2,475,187933.3,132120.5
"Lopressor","Metoprolol Tartrate",10,342.7,294,138936.9,131645.5
"Ferriprox (2 Times A Day)","Deferiprone",4,128.5,143,90242.5,130868
"Noxafil*","Posaconazole",10,1857,167,1092557.2,130177.2
"Famotidine","Famotidine/PF",12,1141.9,1721,76016.2,129591.1
"Admelog","Insulin Lispro",6,5081.7,4971,125709.9,129533.14
"Zanaflex","Tizanidine HCl",11,707.3,231,242370,129518
"Nora-Be","Norethindrone",12,1267.6,598,216378,129484
"Cutaquig","Immun Glob G(IgG)-Hipp/Maltose",4,37.8,48,93123,128790
"Orencia","Abatacept",11,4935.9,4032,147889.2,128746
"Soolantra","IVermectin",9,6742.1,1267,492001.2,128610
"Retacrit","Epoetin Alfa-Epbx",6,9108.8,12187,108189,128431.93
"Lucemyra","Lofexidine HCl",4,791,781,83154.8,128239
"Ultra Thin","Pen Needle, Diabetic",5,265.4,303,102700.4,128090
"Focalin XR","Dexmethylphenidate HCl",12,905.2,801,188284.2,127996
"Egrifta Sv","Tesamorelin Acetate",4,558.2,653,110287.5,127650
"Spritam","Levetiracetam",8,196.8,349,63544.4,127121
"Rhofade","Oxymetazoline HCl",4,1877.4,2559,100771.8,127110
"Akynzeo","Fosnetupitant/Palonosetron",5,371.8,1021,41105.4,127089
"Revatio","Sildenafil Citrate",12,1572.8,114,1055324.4,126379
"Fosamprenavir Calcium","Fosamprenavir Calcium",7,416,180,224311.6,125892
"Skyclarys","Omaveloxolone",1,321,321,125838,125838
"Lonhala Magnair Refill","Glycopyrrolate/Neb.Accessories",6,2171.3,616,586914.5,125730
"Naproxen Sodium ER","Naproxen Sodium",6,332,738,58737.5,125352
"Risedronate Sodium Dr","Risedronate Sodium",7,8396.8,4170,136457.1,125316
"Lessina","Levonorgestrel/Ethin.Estradiol",9,759.9,590,144564.3,125218
"Butrans","Buprenorphine",12,26264.3,6514,451914.4,124911
"Atorvaliq","Atorvastatin Calcium",1,226,226,124287.5,124287.5
"Bd Insulin Syringe Ult-Fine II","Syringe-Needle,Insulin,0.5 Ml",9,850.2,639,168109.4,124252
"Methylprednisolone Sodium Succ*","Methylprednisolone Sod Succ",10,4878.5,5650,160443.1,124034.333
"Humira(Cf)","Adalimumab",6,5744.2,7030,91253,123513.8
"Lutera","Levonorgestrel/Ethin.Estradiol",8,834,554,83007.2,123505
"Namenda XR","Memantine HCl",11,147618.7,533,28911848.6,123310
"Proair HFA","Albuterol Sulfate",12,1614092.2,6696,42743795.1,122679
"Betoptic S","Betaxolol HCl",12,6788.1,2286,358640.5,122180
"Tarpeyo","Budesonide",2,149.5,247,71348,122152
"Clarithromycin ER","Clarithromycin",12,15583.9,3663,294124.5,122116
"Chloroquine Phosphate","Chloroquine Phosphate",12,2168,1536,115826,121863
"Thyroid","Thyroid,Pork",3,494.8,1066,87949.3,121553
"Zenatane","Isotretinoin",10,541.1,1218,59448,121347
"Novotwist","Pen Needle, Diabetic",12,14460.5,759,4553494.4,120858.333
"Cardura XL","Doxazosin Mesylate",12,815.4,674,143522.7,120473
"Clobetasol Emulsion","Clobetasol Propionate/Emoll",8,1094.7,900,123974.4,120440
"Halcinonide","Halcinonide",5,580.6,412,152483,120258.8
"Paclitaxel","Paclitaxel",12,449.8,584,78533.7,120122.4
"Tolvaptan","Tolvaptan",4,770.8,1228,66752.4,119992
"Jolessa","Levonorgestrel/Ethin.Estradiol",9,716.6,512,161565.9,119894
"Qinlock","Ripretinib",4,230.8,255,93564.8,119801
"Nocdurna","Desmopressin Acetate",3,705.5,643,81806.3,119176
"Thiola","Tiopronin",12,128.4,52,295737.2,118980
"Metro IV","Metronidazole/Sodium Chloride",12,125.5,36,339115.9,118950
"Jinteli","Norethindrone Ac-Eth Estradiol",12,2755.5,540,533547.3,118756
"Tlando","Testosterone Undecanoate",2,177.5,226,76117,118614
"Ryaltris","Olopatadine HCl/Mometasone",2,967.5,1894,60098,118514
"Gatifloxacin","Gatifloxacin",11,58209.5,26914,242286.8,118289
"Mini Ultra-Thin II","Pen Needle, Diabetic",12,914.2,462,229875,118110
"Microgestin Fe","Norethindrone-E.Estradiol-Iron",9,2814.3,603,255302,117397
"Tymlos","Abaloparatide",7,9467.3,12979,80700.8,116927.68
"Hydrocortisone-Pramoxine","Hydrocortisone/Pramoxine",6,1996.5,2113,105089.2,116811.15
"Clomid","Clomiphene Citrate",2,607,1005,63437.8,116719.5
"Easy Touch Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",12,742.5,427,210455.1,116198
"Detrol La","Tolterodine Tartrate",12,46477.2,493,8898521.6,115391
"Sandimmune*","Cyclosporine",10,319,165,232807.8,115274.388
"Botox","Onabotulinumtoxina",12,15175.7,32043,55376.9,115136.3
"Norgesic Forte","Orphenadrine/Aspirin/Caffeine",3,414.3,463,79390,115110
"Galantamine Hydrobromide","Galantamine HBr",12,221.1,162,141236.3,114816
"Frovatriptan Succinate","Frovatriptan Succinate",8,2083,1913,112203,114494
"Volnea","Desog-E.Estradiol/E.Estradiol",4,354.8,480,74920,114380
"Hetlioz","Tasimelteon",10,731.8,499,146265.4,114150
"Nuvigil","Armodafinil",12,9664.3,448,1711140.4,113667
"Lortab","Hydrocodone/Acetaminophen",11,705.1,82,841122.8,113482
"Avalide","Irbesartan/Hydrochlorothiazide",11,930.2,361,245463,113199
"Darzalex","Daratumumab",9,182.5,197,102290.2,113068
"Zolmitriptan ODT","Zolmitriptan",11,2369.1,2614,106209.9,112932
"Hailey","Norethindrone Ac-Eth Estradiol",4,449.2,683,73149.8,112800
"Trientine HCl","Trientine HCl",6,94,119,71562.5,112554
"Quinapril-Hydrochlorothiazide","Quinapril/Hydrochlorothiazide",12,23363.9,1224,6864741.1,112521
"Cyclopentolate HCl","Cyclopentolate HCl",12,16689.6,15922,137913.5,112020.5
"Bromfenac Sodium","Bromfenac Sodium",12,21120,23960,84561.8,111782.5
"Inderal La","Propranolol HCl",10,946.3,289,287691.4,111562
"Tri-Lo-Marzia","Norgestimate-Ethinyl Estradiol",8,631.6,536,103276.5,111496
"Tinidazole","Tinidazole",12,4979.6,6633,80281.8,110932
"Adefovir Dipivoxil","Adefovir Dipivoxil",11,686.3,418,165157,110837
"Nylia","Norethindrone-Ethin. Estradiol",2,396.5,547,76546,110126
"Lidoderm","Lidocaine",12,142872.4,1313,18623066.8,109712
"Idhifa","Enasidenib Mesylate",7,550,813,70646.7,109479
"Darzalex Faspro","Daratumumab-Hyaluronidase-Fihj",4,363,695,55383.8,108480
"Lithobid","Lithium Carbonate",10,342.2,169,182435.8,108402
"Penicillamine","Penicillamine",5,173.2,162,79686,107508
"Falmina","Levonorgestrel/Ethin.Estradiol",9,740.2,439,141554.8,107272
"Insulin Lispro Junior Kwikpen","Insulin Lispro",4,1999.8,3228,64201.5,107160
"Empaveli","PEGcetacoplan",3,47.7,68,65660,107080
"Deblitane","Norethindrone",10,560.6,604,87561.5,106769
"Nafcillin","Nafcillin In Dextrose,Iso-Osm",12,127.5,NA,1465511,106750
"Hydrocortisone Butyrate","Hydrocortisone Butyrate/Emoll",11,1696.6,572,322739.2,105690
"Secuado","Asenapine",4,496.5,714,63656.2,105643
"Zyprexa Zydis","Olanzapine",12,956,259,212452.3,105564
"Beconase Aq","Beclomethasone Dipropionate",12,2192.3,1013,206061.2,105550
"Orilissa","Elagolix Sodium",6,517.8,575,85526.2,105053
"Gemcitabine HCl","Gemcitabine HCl",11,546.9,880,39806.1,104622.28
"Ultracare Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",5,888,321,286586.4,104618
"Osmolex ER","Amantadine HCl",5,291,289,70121.6,104532
"Tazorac","Tazarotene",11,3952,908,380051,104250
"Junel Fe 24","Norethindrone-E.Estradiol-Iron",9,423.8,562,61430.1,104048
"Strattera","Atomoxetine HCl",12,11355.5,347,2384944,103375
"Qtern","Dapagliflozin/Saxagliptin HCl",6,415.5,421,90440.7,103349
"Reyvow","Lasmiditan Succinate",4,2388.5,3027,72033.8,101518
"Ms Contin","Morphine Sulfate",10,418.2,160,259858.9,101502
"Ashlyna","L-Norgest/E.Estradiol-E.Estrad",9,674.3,463,137427.1,101170
"Zirgan","Ganciclovir",12,11801.1,11222,102832.3,100929
"Kineret","Anakinra",12,502.4,770,67065.5,99897.67
"Tretinoin Microsphere","Tretinoin Microspheres",11,1425.7,923,106606.1,99825
"Soltamox","Tamoxifen Citrate",5,49,72,49570,98660
"Solu-Cortef","Hydrocortisone Sodium Succ/PF",12,2955.6,5401,74999.7,98457.86
"Monoject Insulin Syringe","Syringe And Needle,Insulin,1ml",12,3609.9,630,991380.7,98322
"Clinimix","Amino Acids 5 %/Dextrose 20 %",7,NA,NA,128099,98000
"Azstarys","Serdexmethylphen/Dexmethylphen",3,567,958,36398.3,97156
"Ritalin La","Methylphenidate HCl",12,762.3,372,184764.8,96810
"Apidra","Insulin Glulisine",12,5745.2,676,550480.2,96750
"Trimipramine Maleate","Trimipramine Maleate",8,167.7,198,66657.5,96749
"Remicade","Infliximab",12,2527,2863,80172,96367.33
"Dexedrine","Dextroamphetamine Sulfate",9,288.2,160,178063.8,96248
"Loreev XR","Lorazepam",3,366,660,48071.7,95971
"Tekturna","Aliskiren Hemifumarate",10,21624.1,343,4703773,95917
"Adapalene-Benzoyl Peroxide","Adapalene/Benzoyl Peroxide",7,680.1,1027,56460,94695
"Subvenite","Lamotrigine",6,439.5,260,101083.2,94491
"Aricept","Donepezil HCl",12,7415.6,400,1271604.5,94426
"Viracept","Nelfinavir Mesylate",12,837.9,81,986812,94198
"Buphenyl","Sodium Phenylbutyrate",8,28.1,17,120301.9,93444
"Sodium Sulfacetamide-Sulfur","Sulfacetamide Sodium/Sulfur",10,206,131,96048.5,93323.9
"Vancomycin HCl-D5W","Vancomycin HCl In 5 % Dextrose",10,353.7,90,468930.1,92800
"Midazolam HCl","Midazolam HCl/PF",12,12698.8,23448,30219.9,92324
"Koselugo","Selumetinib/Vitamin E Tpgs",4,73.8,93,63879,92154
"Cimetidine","Cimetidine HCl",12,284.4,104,292134.2,91919
