"brand_name","generic_name","years_with_data","mean_beneficiaries","latest_beneficiaries","mean_dosage_unit","latest_dosage_unit"
"Methazolamide","Methazolamide",12,11894.1,10447,4129301.4,3973879.5
"Verapamil ER PM","Verapamil HCl",12,18870.2,13441,5123906.4,3969304
"Riluzole","Riluzole",11,6378.4,9582,2317541,3941083.5
"Adempas","Riociguat",11,3308.5,4980,2427122.6,3928942
"Isentress","Raltegravir Potassium",12,23669.5,7475,12495033.2,3910511
"Veo Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",10,12289.8,10974,4052724.5,3889471
"Paroxetine ER","Paroxetine HCl",12,21358.6,14854,5143133.9,3879211
"Lialda","Mesalamine",12,23538.2,5744,12063047.1,3878820
"Vemlidy","Tenofovir Alafenamide",8,8639.9,13612,2372943.9,3855444
"Cefazolin Sodium*","Cefazolin Sodium",10,14124.7,19643,3682314.1,3851507.146
"Asenapine Maleate","Asenapine Maleate",4,8369.2,10915,2662376.2,3833040
"Polymyxin B Sul-Trimethoprim","Polymyxin B Sulf/Trimethoprim",12,284926.2,334644,3359227.1,3826659.39
"Repatha Sureclick","Evolocumab",9,80618.6,229666,1294041.3,3813156
"Nurtec ODT","Rimegepant Sulfate",4,45399,83811,1826535.1,3807209.973
"Toprol XL","Metoprolol Succinate",12,156773.8,10147,51658640.9,3758935.5
"Qulipta","Atogepant",3,12733.7,25190,1753377,3744113
"Fluocinolone Acetonide Oil","Fluocinolone Acetonide Oil",12,57841.9,110490,1692335.8,3718829.214
"Mitigare","Colchicine",8,23736.5,27237,2646766.2,3708339
"Novolin 70-30 Flexpen","Insulin NPh Hum/Reg Insulin Hm",6,19150.8,32324,1991325.7,3700328
"Carafate","Sucralfate",12,97772.7,1828,170305158.4,3680623
"Nuplazid","Pimavanserin Tartrate",8,12584.4,15984,3071113.8,3680532.5
"Stiolto Respimat","Tiotropium Br/Olodaterol HCl",9,97170.7,155872,2119700.4,3652844.99
"Insulin Glargine-Yfgn","Insulin Glargine-Yfgn",3,66836,122201,1759859.5,3650657.474
"Azelaic Acid","Azelaic Acid",6,24269.8,37203,2310538.1,3646722
"Combivent Respimat","Ipratropium/Albuterol Sulfate",12,253239.8,176341,4918028.1,3645657.007
"Lynparza","Olaparib",9,3545.4,5974,2329150,3583679
"Brimonidine Tartrate-Timolol","Brimonidine Tartrate/Timolol",2,98067,108848,2859317.4,3577050.499
"Mercaptopurine","Mercaptopurine",12,13125.3,10603,4308380,3563712.5
"Yuvafem","Estradiol",8,55536.5,60394,2897984.8,3557730
"Atrovent HFA","Ipratropium Bromide",12,89190.2,68099,4828912.3,3529490.9
"Edarbyclor","Azilsartan Med/Chlorthalidone",12,12224.2,13422,2775360.6,3515518
"Caplyta","Lumateperone Tosylate",4,11934,21724,1710442.5,3511222
"Onglyza","Saxagliptin HCl",12,77238.8,15683,17704070.4,3507387.499
"Motegrity","Prucalopride Succinate",5,12913.4,19413,2088551.2,3500608.5
"Haloperidol Lactate*","Haloperidol Lactate",10,36482.5,35038,4156971.5,3482426.68
"Norethindrone Acetate","Norethindrone Acetate",12,11920.2,15646,2262641.3,3470901.5
"Azelastine-Fluticasone","Azelastine/Fluticasone",4,35939.2,43680,2815659.8,3432719.701
"Proctozone-HC","Hydrocortisone",12,144622.2,44746,11289984.6,3429319.653
"Nexlizet","Bempedoic Acid/Ezetimibe",4,9504.2,16678,1791077.5,3407675
"Sf 5000 Plus","Fluoride (Sodium)",10,32921,26123,4097492.9,3402812.67
"Pimecrolimus","Pimecrolimus",6,25673.2,35813,2368871.4,3397069
"Dutasteride-Tamsulosin","Dutasteride/Tamsulosin HCl",9,17026,12790,3570448.1,3394709
"Imiquimod","Imiquimod",12,93292.3,124101,2414583,3377217.75
"Diclofenac Sodium-Misoprostol","Diclofenac Sodium/Misoprostol",12,20001.2,11137,5486948.4,3374113
"Ec-Naproxen","Naproxen",5,18989.4,25049,2527503.8,3371695
"Juluca","Dolutegravir/Rilpivirine",7,7672.3,11501,2109184.1,3368777
"Sodium Fluoride Sensitive","Sodium Fluoride/Potassium Nit",4,10289.8,14778,2201897.9,3361140.6
"Desoximetasone","Desoximetasone",12,77084.7,27754,8505765,3356839
"Tirosint","Levothyroxine Sodium",10,11134.8,12698,2367698.5,3347429
"Aptiom","Eslicarbazepine Acetate",10,6704.2,8348,2402535,3344608
"Carbidopa","Carbidopa",10,3651.5,4842,2386393.9,3343599
"Nexletol","Bempedoic Acid",4,10613,18619,1828351.5,3318096
"Neupro","Rotigotine",12,17150.1,15325,3412681.9,3315743
"Metronidazole","Metronidazole/Sodium Chloride",12,1605,1228,4200755.3,3312316
"Olopatadine HCl*","Olopatadine HCl",10,219210.1,147406,3542697.1,3262726.834
"Prezcobix","Darunavir/Cobicistat",9,13369.8,11710,3359421.1,3242682
"Anagrelide HCl","Anagrelide HCl",12,7008.4,5658,4104490.4,3206414
"Odefsey","Emtricitab/Rilpiviri/Tenof Ala",8,10723.8,10542,3012031.9,3185609
"Fluoridex","Fluoride (Sodium)",4,6469,9352,2028654.5,3182806
"Comfort Ez Insulin Syringe","Syringe And Needle,Insulin,1ml",10,9144.2,7484,3914274.8,3177042
"Prednisolone Sodium Phosphate*","Prednisolone Sodium Phosphate",10,18476.3,21651,2428230.9,3159550.001
"Isosorbide Dinit-Hydralazine","Isosorbide Dinit/Hydralazine",2,4997,6142,2240257.5,3094099
"Orgovyx","Relugolix",3,10401.7,15958,1903218,3089721
"Risperidone ODT","Risperidone",12,14100.8,12568,3040721.1,3089080.5
"Klor-Con 8","Potassium Chloride",11,46680.2,13340,13514330.6,3064599
"Klor-Con","Potassium Chloride",9,20752.8,24541,2910100.8,3060206
"Xeljanz XR","Tofacitinib Citrate",8,12155,12497,2605206,3054923
"Clonidine","Clonidine",12,103621.8,102502,2674363.4,3047773.236
"Humalog Kwikpen U-200","Insulin Lispro",9,26911.2,40611,1825654.8,3042936
"Daptomycin","Daptomycin",8,15772.8,29611,1984440.3,3029324.001
"Ubrelvy","Ubrogepant",4,39323.8,58410,1816691.4,3020975.555
"Xcopri","Cenobamate",4,5319.8,9630,1503857.2,2990789.5
"Denta 5000 Plus","Fluoride (Sodium)",10,24146.4,22627,3337667.3,2983984.9
"Xeljanz","Tofacitinib Citrate",12,7499.8,6936,2902270.7,2976801
"Topamax","Topiramate",12,5400.3,3265,4433642.1,2973247.5
"Ritonavir","Ritonavir",6,13513.7,7866,4163197.3,2972578
"Ethosuximide","Ethosuximide",12,1904.6,2145,2371242.9,2966916
"Moxifloxacin","Moxifloxacin HCl",7,385772.4,596568,1896459.7,2962650.328
"Matzim La","Diltiazem HCl",12,16366.5,16935,3200642.4,2948797
"Insulin Aspart Flexpen","Insulin Aspart",4,74022,82297,2691573.6,2937492.41
"Bromocriptine Mesylate","Bromocriptine Mesylate",12,8471.4,6713,3785953.6,2931297.67
"Symtuza","Darunavir/Cob/Emtri/Tenof Alaf",6,8652.2,10884,2160412.7,2909704
"Simbrinza","Brinzolamide/Brimonidine Tart",11,59750.9,68879,2505991.4,2908377.23
"Sodium Bicarbonate","Sodium Bicarbonate",12,2648.9,2122,4687579.7,2905909.53
"Butalbital-Aspirin-Caffeine","Butalbital/Aspirin/Caffeine",12,17792.4,13321,3785660.4,2905546
"Posaconazole","Posaconazole",5,5592.4,8353,1823000.8,2905373
"Theophylline","Theophylline Anhydrous",12,11997.8,650,5489233.5,2879505.689
"Sirolimus","Sirolimus",10,5095.1,7218,1963466.3,2866252.5
"Trueplus Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",12,7166,10217,1955470,2836212
"Ciprofloxacin-D5W","Ciprofloxacin In 5 % Dextrose",10,1330.1,737,5036007.8,2821781
"Dextroamphetamine Sulfate ER","Dextroamphetamine Sulfate",12,7464.3,6750,3299732.8,2805918
"Estradiol-Norethindrone Acetat","Estradiol/Norethindrone Acet",12,11527,12551,2330297.7,2802396
"Triazolam","Triazolam",12,33602.9,34736,4088540.6,2801828.5
"Amiloride-Hydrochlorothiazide","Amiloride/Hydrochlorothiazide",12,17262.6,9760,4818978,2800091.5
"Butalb-Acetaminoph-Caff-Codein","Butalbit/Acetamin/Caff/Codeine",11,7706.6,7352,2572430.2,2795825
"Incontrol Pen Needle","Pen Needle, Diabetic",12,7026.4,8584,2238289.1,2790680
"Alvesco","Ciclesonide",10,37379.8,88457,1353923,2784180.3
"Emtricitabine-Tenofovir Disop","Emtricitabine/Tenofovir (Tdf)",4,10600.2,14678,1821535.8,2775116
"Verzenio","Abemaciclib",7,4218.3,8217,1246338.3,2751542
"Novolin R","Insulin Regular, Human",12,89016,34189,5949463.1,2730921.925
"Metoprolol-Hydrochlorothiazide","Metoprolol/Hydrochlorothiazide",12,12989.7,9474,3126223,2730292.5
"Norethindrone","Norethindrone",12,7690.2,13966,1313130.8,2711976
"Humulin R U-500 Kwikpen","Insulin Regular, Human",8,19782.6,26073,1977509.5,2711410
"Trileptal","Oxcarbazepine",12,2468.9,1611,3789543.1,2695756.5
"Omnipod 5 G6 Pods (Gen 5)","Insulin Pump Cart,Automated,Bt",2,20777.5,30338,1594447.3,2686359.667
"Ibrance","Palbociclib",9,17665.7,16015,2553239.1,2683726
"Fiasp Flextouch","Insulin Aspart (Niacinamide)",6,15434.7,35877,1167212.9,2676308.473
"Alprazolam ER","Alprazolam",12,9312.2,10625,2136527.2,2674313
"Generlac","Lactulose",12,60577.5,1356,171666246.5,2666289.5
"Thioridazine HCl","Thioridazine HCl",12,9754.8,3595,7130994.1,2660378.35
"Depakote ER","Divalproex Sodium",12,5379.2,3106,4474006,2660339
"Estazolam","Estazolam",12,14023.3,13042,2200229,2636869.5
"Pindolol","Pindolol",12,10737.2,5745,4941872.3,2630800.5
"Xyrem","Sodium Oxybate",12,1739.3,855,7038423.9,2626830
"Sodium Citrate-Citric Acid","Citric Acid/Sodium Citrate",10,673.4,573,2648688.4,2614954
"Tafluprost","Tafluprost/PF",2,8428,15313,1343073.2,2612524.5
"Ampicillin Trihydrate","Ampicillin Trihydrate",12,102017.6,67296,4660799.6,2610608
"Voriconazole*","Voriconazole",10,11314.9,11795,2053530,2609128.45
"Keppra XR","Levetiracetam",12,3002.9,2054,3171604.9,2595505
"Budesonide ER","Budesonide",6,7314,8020,2233297.5,2584499.608
"Trifluoperazine HCl","Trifluoperazine HCl",12,11130,5910,5319633.5,2578380
"Linezolid","Linezolid",9,51077.2,88286,1520332,2560403
"Prezista","Darunavir",5,12244.2,8166,4474047,2559945
"Fycompa","Perampanel",10,4268.7,6343,1510889.7,2558244.5
"Arikayce","Amikacin Liposomal/Neb.Accessr",6,1560.3,2208,1720127.2,2550116.8
"Nucynta ER","Tapentadol HCl",11,14569.8,6559,3220737.3,2547097
"Levalbuterol HCl","Levalbuterol HCl",12,8162.4,6922,3242837.4,2545351.36
"Advocate Pen Needles","Pen Needle, Diabetic",12,5619.8,7160,1998119.1,2528681.999
"Tobramycin-Dexamethasone","Tobramycin/Dexamethasone",12,349799.6,367158,2407397.4,2520339.868
"Alogliptin","Alogliptin Benzoate",8,12599.2,17642,1838016.6,2516053.5
"Depakote","Divalproex Sodium",12,4033.7,2580,3982785.8,2512283
"Travoprost","Travoprost",5,121427,123672,2213550.8,2506159.724
"Victoza 2-Pak","Liraglutide",12,90920,83777,2606198.9,2504753.6
"True Comfort Safety Pen Needle","Pen Needle, Diabetic, Safety",1,8001,8001,2463477,2463477
"Lenalidomide","Lenalidomide",2,15125.5,20403,1557944.5,2463368
"Jentadueto XR","Linagliptin/Metformin HCl",8,5330.1,7327,1688444.9,2458217
"Ultracare Pen Needle","Pen Needle, Diabetic",6,11304.2,6642,4321886.2,2435124
"Pacerone","Amiodarone HCl",12,41944,17680,6438319.4,2421475.5
"Tetracycline HCl","Tetracycline HCl",11,27462.2,38577,1952178.6,2417022.16
"Droplet Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",5,4315.8,5170,2096225.2,2415655
"Alecensa","Alectinib HCl",9,860.2,1459,1292988.6,2412878
"Oxazepam","Oxazepam",12,12808.3,6587,4300472.5,2409981
"Neomycin-Polymyxin-HC*","Neomycin/Polymyxin B/Hydrocort",10,208646.3,207059,2429638.9,2400540.95
"Opsumit","Macitentan",11,5882.3,9031,1469250.7,2399203
"Zubsolv","Buprenorphine HCl/Naloxone HCl",11,4499.3,5772,1602063.9,2397087
"Diovan","Valsartan",12,269300,6468,68741384.2,2390123.5
"Donepezil HCl ODT","Donepezil HCl",12,13354.2,12277,2359087.3,2381559
"Neurontin","Gabapentin",12,4669.4,2533,4244178.9,2380354
"Inlyta","Axitinib",12,2427.4,4739,1059764.9,2379871
"Tyvaso Dpi","Treprostinil",2,2079,3017,1422232,2375128
"Tranylcypromine Sulfate","Tranylcypromine Sulfate",12,1879.5,1773,2327826.4,2367926.5
"Orphenadrine Citrate ER","Orphenadrine Citrate",10,34967.6,25044,3528123.7,2351129
"Sure Comfort","Syring-Needl,Disp,Insul,0.3 Ml",12,10289.3,8687,2825162.2,2337037
"Adderall XR","Dextroamphetamine/Amphetamine",12,7269,14292,1663736.8,2322314
"Scopolamine","Scopolamine",7,97086.4,200055,1132316.9,2306058.786
"Probenecid-Colchicine","Probenecid/Colchicine",12,14605,8789,3110167.6,2304492.5
"Brinzolamide","Brinzolamide",3,41814.7,43939,1977846.4,2300618.5
"Clindamycin (Pediatric)","Clindamycin Palmitate HCl",8,5340.1,4332,2927231.6,2299089
"Uptravi","Selexipag",8,2723.8,3727,1663755.5,2296260
"Moexipril HCl","Moexipril HCl",12,9579,5997,3354344.5,2288715.5
"Lisdexamfetamine Dimesylate","Lisdexamfetamine Dimesylate",1,31265,31265,2288177,2288177
"Hyoscyamine Sulfate*","Hyoscyamine Sulfate",10,21257.6,16816,2803933.4,2279874.75
"Viberzi","Eluxadoline",8,9334.4,7023,2524478.4,2274890
"Welchol","Colesevelam HCl",12,87521.7,2778,63019198.8,2274274
"Tasigna","Nilotinib HCl",12,3290,2961,2575224.7,2268289
"Afrezza","Insulin Regular, Human",8,1315.1,2623,1030454.8,2260531
"Neomycin-Polymyxin-Hydrocort","Neomycin/Polymyxin B/Hydrocort",12,228590.1,192258,2710439.7,2258926.7
"Dextrose In Water","Dextrose 70 % In Water",12,968.3,43,33574151.2,2258790.385
"Alclometasone Dipropionate","Alclometasone Dipropionate",12,34594.2,35440,2344749.7,2247473
"Clozapine ODT","Clozapine",12,2743.2,2860,2302471.7,2240309.701
"Darifenacin ER","Darifenacin Hydrobromide",8,12745.8,9984,2503341.6,2236772.6
"Depakote Sprinkle","Divalproex Sodium",12,1200.8,1170,2425798.2,2229605.5
"Ampicillin Sodium*","Ampicillin Sodium",10,2997.3,3864,2626177.9,2219359.337
"Oxymorphone HCl ER","Oxymorphone HCl",12,13424.7,3885,4833547.9,2200619
"Fluorometholone","Fluorometholone",12,155054.4,168211,2078668.5,2199971
"Leucovorin Calcium*","Leucovorin Calcium",10,22243.5,26004,1878754.7,2182700.636
"Sodium Fluoride 5000 Dry Mouth","Fluoride (Sodium)",3,6238.3,9651,1329314.9,2175657.8
"Comfort Ez Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",10,5929.1,5718,2299515.5,2172847
"Tagrisso","Osimertinib Mesylate",9,5333.6,9387,1120423.3,2163426
"Invokamet","Canagliflozin/Metformin HCl",10,11347.6,4565,4437411.5,2161038
"Opzelura","Ruxolitinib Phosphate",3,6903.3,14085,967694,2156686
"Abrysvo","Rsv Vacc, Pref A And Pref B/PF",1,2131906,2131906,2133059.8,2133059.8
"Promethazine-DM","Promethazine/Dextromethorphan",12,4706.3,7724,1216773.7,2132937.898
"Novolog Mix 70-30","Insulin Aspart Prot/Insuln Asp",12,43322.4,14231,5927789.1,2132635
"Fanapt","Iloperidone",11,6425.4,4164,2231336.2,2109599.388
"Ampicillin-Sulbactam*","Ampicillin Sod/Sulbactam Sod",6,3409.5,3883,2232009,2100185.841
"Trikafta","Elexacaftor/Tezacaftor/IVacaft",5,2063,2534,1564656.2,2097534
"Lipitor","Atorvastatin Calcium",12,120117.3,7792,19017570.5,2097097.5
"Gralise","Gabapentin",12,7506.9,4265,2994410.7,2094953
"Vumerity","Diroximel Fumarate",5,1405.8,2304,1122254,2077828
"Sucraid","Sacrosidase",10,558,1656,689648,2075152
"Insulin Syringe","Syrge-Ndl,Ins 0.3 Ml Half Mark",12,10393.2,6062,3402722.1,2070553
"Everolimus","Everolimus",5,3961.2,6726,1157749.4,2061310.976
"Aliskiren","Aliskiren Hemifumarate",5,7810.4,6966,2120694.2,2054851.5
"Sodium Fluoride 5000 Plus","Fluoride (Sodium)",3,10053,16442,1756744.1,2053573.9
"Horizant","Gabapentin Enacarbil",11,6190.9,6276,1613501,2034257
"Humalog Mix 75-25","Insulin Lispro Protamin/Lispro",12,30413,12749,4447553.4,2030500
"Flunisolide","Flunisolide",12,33061.8,21192,2801539.1,2026303.833
"Daliresp","Roflumilast",11,58252.5,14896,10592522.4,2020683.5
"Clobetasol Emollient","Clobetasol Propionate/Emoll",12,26655.2,23163,2440407.6,2016421
"Cefepime","Cefepime In Iso-Osm Dextrose",12,1602.7,1061,2436347.9,2007388
"Qvar Redihaler","Beclomethasone Dipropionate",6,57627.2,48670,2300093.6,2002292.129
"Crotan","Crotamiton",2,1293,2145,1111695,1977156
"Ibandronate Sodium*","Ibandronate Sodium",10,200578.9,239104,1468310.1,1963941.5
"Percocet","Oxycodone HCl/Acetaminophen",12,3874.9,2338,2722912.9,1963172
"Hydrocodone-Ibuprofen","Hydrocodone/Ibuprofen",12,44529.4,7748,7800369,1959917.5
"Tiotropium Bromide","Tiotropium Bromide",1,25609,25609,1945445.8,1945445.8
"Prevident 5000 Dry Mouth","Fluoride (Sodium)",7,11395.6,9883,2272977.2,1945297
"Orenitram ER","Treprostinil Diolamine",10,942.2,1011,1635951.1,1940539
"Timolol Maleate","Timolol Maleate/PF",4,4558.5,7343,1120748.2,1938230
"Lamivudine","Lamivudine",12,7879.3,4096,3002113,1922831.5
"Phenelzine Sulfate","Phenelzine Sulfate",12,2342.9,2029,2151020.9,1913865.5
"Tetrabenazine","Tetrabenazine",9,2869,3523,1628304.1,1910918
"Carbatrol","Carbamazepine",12,3674,1707,3565010.5,1904477
"Cymbalta","Duloxetine HCl",12,181110.4,4693,47242324.7,1900093
"Atovaquone-Proguanil HCl","Atovaquone/Proguanil HCl",12,41673.8,61477,1280453.2,1892680
"Disopyramide Phosphate","Disopyramide Phosphate",12,3654.2,2517,2510751.5,1874389
"Easy Touch","Syringe-Needle,Insulin,0.5 Ml",12,10848.8,5964,3487766.4,1861698
"Prevident 5000 Sensitive","Sodium Fluoride/Potassium Nit",12,11178.1,8849,2214381,1850609.6
"Lenvima","Lenvatinib Mesylate",9,3765.4,7904,895736.6,1842278
"Praluent Pen","Alirocumab",9,45839.4,106365,749380.2,1840124.32
"Vyndamax","Tafamidis",5,3704.2,7589,857723.2,1835099
"Auvelity","Dextromethorphan HBr/Bupropion",2,5038.5,9268,943012.5,1831476
"Thiothixene","Thiothixene",12,10250.6,3213,5637409.2,1830536
"Ciprofloxacin-Dexamethasone","Ciprofloxacin HCl/Dexameth",4,139980.2,187648,1356499.1,1816594.812
"Dipyridamole","Dipyridamole",12,13800.6,3216,5960007.5,1814367
"Kombiglyze XR","Saxagliptin HCl/Metformin HCl",12,21756.6,5089,7005946.7,1812363
"Ambrisentan","Ambrisentan",5,6014.2,6456,1518809.4,1807659
"Lamotrigine ODT","Lamotrigine",9,3094.7,4174,1087534.8,1804643
"Perindopril Erbumine","Perindopril Erbumine",12,5792,5136,1926514.9,1800994.5
"Xanax","Alprazolam",12,5180.2,3445,2336969.3,1800235
"Dexmethylphenidate HCl ER","Dexmethylphenidate HCl",11,3811.2,9197,831385.4,1795648
"Naloxone HCl*","Naloxone HCl",7,197012.6,744446,472070.2,1788141.85
"Mupirocin","Mupirocin Calcium",11,88920.5,43438,3251976,1785926.993
"Norvasc","Amlodipine Besylate",12,10765.1,5684,3041222.4,1782218
"Paroxetine Cr","Paroxetine HCl",12,10450.6,9344,2188834.1,1778301
"Dexmethylphenidate HCl","Dexmethylphenidate HCl",12,3247.4,6669,979987.9,1772181
"Acetylcysteine*","Acetylcysteine",10,6300.9,4830,1921066.9,1767686
"Oxtellar XR","Oxcarbazepine",11,2210.3,2887,1124301,1761128
"Fetzima","Levomilnacipran HCl",11,9468.4,6280,2093885.3,1757211
"Esbriet","Pirfenidone",9,7123,1834,10042902.5,1749373
"Sulfacetamide Sodium*","Sulfacetamide Sodium",10,51509.7,23854,2402263.9,1738512.3
"Radicava","Edaravone",7,549.1,104,8110388.6,1734000
"Gocovri","Amantadine HCl",7,3046,4464,1102467.6,1727363
"IVermectin*","IVermectin",9,65479.1,40953,1527796.4,1727359.27
"Oxiconazole Nitrate","Oxiconazole Nitrate",8,7222.2,6339,1889072.8,1722774
"Unifine Safecontrol","Pen Needle,Dual Safety,Diabetc",4,2970.2,5927,790786.8,1712160
"Clemastine Fumarate","Clemastine Fumarate",12,2328.8,1746,737515.8,1710379
"Lybalvi","Olanzapine/Samidorphan Malate",3,5252.3,9246,845451.5,1708605
"Acitretin","Acitretin",11,8325.1,9207,1384699.1,1693014
"Erythromycin Ethylsuccinate","Erythromycin Ethylsuccinate",12,3457.3,1861,1047141.2,1677028.5
"Dextrose In Water","Dextrose 10 % In Water",12,217.5,162,1452952,1667633
"Topiramate ER","Topiramate",10,2283.5,6210,576701.9,1660461.8
"Pancreaze","Lipase/Protease/Amylase",9,3298,2095,2910289.4,1659650
"Fluconazole-NaCl","Fluconazole In NaCl,Iso-Osm",12,770,641,1421215.3,1658171.8
"Abacavir","Abacavir Sulfate",12,6540.8,2809,3064525.8,1648593
"Pramipexole ER","Pramipexole Di-HCl",9,5223.3,5892,1397659.6,1635630
"Tiagabine HCl","Tiagabine HCl",12,3071.6,2484,1483302.1,1633612.75
"Clinpro 5000","Fluoride (Sodium)",10,2544.6,5833,700395.8,1622465
"Etravirine","Etravirine",3,2566.7,2742,1231533.3,1616235
"Diflorasone Diacetate","Diflorasone Diacetate",12,8421,6653,1450323.8,1614697.1
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",7,4121.9,5862,805984.9,1612378
"Cosopt PF","Dorzolamide/Timolol/PF",12,10445.5,4123,3253572.3,1607190
"Bevespi Aerosphere","Glycopyrrolate/Formoterol Fum",7,32596.1,28707,1605808.6,1606388.1
"Steglatro","Ertugliflozin Pidolate",6,7994.7,11552,1089047.2,1592164.266
"Erythromycin","Erythromycin Base In Ethanol",10,17402.2,15092,2066137.6,1574529.5
"Pomalyst","Pomalidomide",11,8943.3,12739,1103296.3,1569928
"Apriso","Mesalamine",12,19268.2,1717,14840939.6,1549402
"Plasma-Lyte A pH 7.4","Electrolyte-A Solution",9,16,16,535783.3,1544350
"Risedronate Sodium","Risedronate Sodium",10,65241.6,71989,1151007.2,1541214.255
"Isoniazid","Isoniazid",12,14173.7,11875,1831572.2,1538521
"Verquvo","Vericiguat",3,4756,8218,810959.3,1535808
"Viibryd","Vilazodone HCl",12,45851.7,8233,9586178,1530074.5
"Sodium Oxybate","Sodium Oxybate",1,477,477,1524870,1524870
"Zosyn","Piperacillin-Tazo-Dextrose,Iso",12,1889.4,843,3144191.5,1516466.67
"Fluvastatin Sodium","Fluvastatin Sodium",12,7441.9,6093,1784470.2,1506614
"Imipenem-Cilastatin Sodium","Imipenem/Cilastatin Sodium",12,3363.4,1911,3076705,1498205.9
"Lamictal XR","Lamotrigine",12,2910.8,1940,1824577.8,1494902
"Buprenorphine","Buprenorphine",7,45375.3,74893,840060.1,1493627.414
"Pyridostigmine Bromide ER","Pyridostigmine Bromide",9,3507.1,4169,1145914.1,1483006
"Dayvigo","Lemborexant",4,8340.2,11530,964089.1,1479548
"Tecfidera","Dimethyl Fumarate",11,12699.7,3154,6184545.8,1472427
"Estradiol (Once Weekly)","Estradiol",8,44377.9,47206,1264719.5,1457151.12
"Benicar","Olmesartan Medoxomil",12,138852.7,4500,33659516.6,1456816
"Oxaprozin","Oxaprozin",12,16990.5,5099,4241894.3,1439825
"Banzel","Rufinamide",12,1991.2,542,4920380.8,1437824.5
"Deferasirox","Deferasirox",5,2663.2,3436,1008642.8,1425671.997
"Naftifine HCl","Naftifine HCl",9,7240.2,8135,1026930.3,1414027.4
"Omnipod Dash Pods (Gen 4)","Insulin Pump Cart,Cont Inf,Bt",5,14556.8,15180,1367984.4,1411076.889
"Lumakras","Sotorasib",3,1290.3,1527,1121172.7,1408106
"Etodolac ER","Etodolac",12,18011.8,8445,2953805.7,1406136
"Mavyret","Glecaprevir/Pibrentasvir",7,10912.3,8771,1844144.1,1402253
"Telmisartan-Amlodipine","Telmisartan/Amlodipine",10,3051.9,5415,755265.4,1399356
"Easy-Touch Insulin Syringe","Syringe And Needle,Insulin,1ml",12,6409.2,4678,2066630.7,1394824
"Codeine Sulfate","Codeine Sulfate",12,6752.5,3569,2549556.9,1391592.5
"Dentagel","Fluoride (Sodium)",10,7328,8536,1100838.2,1388641
"Firvanq","Vancomycin HCl",5,8874.6,4351,3108967.3,1388171.75
"Ethacrynic Acid","Ethacrynic Acid",8,3670.6,3813,1088599.4,1379657
"Inbrija","Levodopa",5,2415,2486,1220770.4,1378150
"Promacta","Eltrombopag Olamine",11,3713.8,5708,824957.9,1373284
"Effexor XR","Venlafaxine HCl",12,6545,2967,2565602,1372085
"Proctosol-HC","Hydrocortisone",12,94138.1,23335,5509764.6,1355688.958
"Zioptan","Tafluprost/PF",12,15923.7,8185,2542816.9,1351869
"Dropsafe Pen Needle","Pen Needle, Diabetic, Safety",5,3886.2,4370,1169446,1349812
"Amitiza","Lubiprostone",12,127031.7,5736,33825017.2,1348649
"Insulin Glargine Solostar","Insulin Glargine,Hum.Rec.Anlog",2,35770,60692,767946.2,1338489.472
"Rhopressa","Netarsudil Mesylate",6,68618,89044,950552.1,1337228.27
"Tafinlar","Dabrafenib Mesylate",9,1490.5,2120,875241.2,1324197
"Naproxen-Esomeprazole Mag","Naproxen/Esomeprazole Mag",4,5397.8,4220,1512307.5,1316152
"Konvomep","Omeprazole/Sodium Bicarbonate",1,1255,1255,1314490,1314490
"Envarsus XR","Tacrolimus",8,1116.8,2385,576477.5,1308906
"Lexapro","Escitalopram Oxalate",12,55923.5,4373,6621667.8,1308181
"Tobramycin*","Tobramycin",8,194560.1,195319,1360958.5,1302654.07
"Flurbiprofen","Flurbiprofen",12,10884.9,7463,1875368.1,1288545
"Nifedipine","Nifedipine",12,6530.3,4898,1672832,1287343.6
"Heparin Sodium","Heparin Sodium,Porcine",12,22943.7,13864,2432966.7,1287287.224
"Kisqali","Ribociclib Succinate",7,1849,4543,543094.3,1286407
"Hydrocortisone Valerate","Hydrocortisone Valerate",12,61419.8,15376,5068212.2,1282178.25
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",11,297.4,334,923052.3,1280846
"Invokamet XR","Canagliflozin/Metformin HCl",8,4593.8,3060,1647713.3,1279411
"Paricalcitol*","Paricalcitol",10,14232.6,6778,2001826.1,1274888.414
"Cabometyx","Cabozantinib S-Malate",8,4554.5,8210,680682.6,1263204
"Dotti","Estradiol",5,16128.6,24304,779977.3,1262708
"Pure Comfort Alcohol Pad","Alcohol Antiseptic Pads",4,4791.2,2989,1762858,1258254
"Fosinopril-Hydrochlorothiazide","Fosinopril/Hydrochlorothiazide",12,4921.5,3301,1575385.9,1254795
"Fluvoxamine Maleate ER","Fluvoxamine Maleate",11,3069.2,3459,1000184.3,1244192
"Prenatal Vitamin Plus Low Iron","PNV,Calcium 72/Iron/Folic Acid",10,6976,8136,1001188.8,1243202
"Klonopin","Clonazepam",12,2496.7,2481,1156761.7,1240128
