"brand_name","generic_name","year","total_dosage_units","total_beneficiaries"
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2012,403344,1249
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2013,518920,1620
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2014,680820,2097
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2015,718948,2290
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2016,1052113,3428
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2017,1014318,3025
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2018,761658,2341
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2019,642471,1878
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2020,547006,1595
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2021,459384,1313
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2022,310304,1147
"1st Tier Unifine Pentips","Pen Needle, Diabetic",2023,195672,699
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2012,NA,NA
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2013,NA,NA
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2014,269725,1289
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2015,986070,4330
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2016,1750907,6564
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2017,1850703,5967
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2018,1813908,5674
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2019,1830596,5319
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2020,1046616,3905
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2021,566872,1766
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2022,486206,1474
"1st Tier Unifine Pentips Plus","Pen Needle, Diabetic",2023,406617,1267
"Abacavir","Abacavir Sulfate",2012,1329746,5616
"Abacavir","Abacavir Sulfate",2013,3757506,8354
"Abacavir","Abacavir Sulfate",2014,4337914.99,9076
"Abacavir","Abacavir Sulfate",2015,4413607,9319
"Abacavir","Abacavir Sulfate",2016,4253483,9008
"Abacavir","Abacavir Sulfate",2017,3189707,8090
"Abacavir","Abacavir Sulfate",2018,3034767,7359
"Abacavir","Abacavir Sulfate",2019,3316293,6085
"Abacavir","Abacavir Sulfate",2020,2959278,5068
"Abacavir","Abacavir Sulfate",2021,2498928,4254
"Abacavir","Abacavir Sulfate",2022,2034487,3452
"Abacavir","Abacavir Sulfate",2023,1648593,2809
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2014,NA,NA
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2015,NA,NA
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2016,439840,6631
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2017,1730418,10465
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2018,1429260,8681
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2019,1160969,6423
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2020,821560,4752
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2021,1074836,4032
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2022,988848,3427
"Abacavir-Lamivudine","Abacavir Sulfate/Lamivudine",2023,827085,2892
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2012,NA,NA
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2013,3473,49
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2014,766713,1821
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2015,759933,1621
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2016,608455,1333
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2017,468341,971
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2018,330735,710
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2019,225020,493
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2020,96333,290
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2021,7002,32
"Abacavir-Lamivudine-Zidovudine","Abacavir/Lamivudine/Zidovudine",2022,3150,15
"Abelcet","Amphotericin B Lipid Complex",2012,59917,109
"Abelcet","Amphotericin B Lipid Complex",2013,56574,130
"Abelcet","Amphotericin B Lipid Complex",2014,55290,116
"Abelcet","Amphotericin B Lipid Complex",2015,47600,102
"Abelcet","Amphotericin B Lipid Complex",2016,85650,140
"Abelcet","Amphotericin B Lipid Complex",2017,68490,137
"Abelcet","Amphotericin B Lipid Complex",2018,101857.38,205
"Abelcet","Amphotericin B Lipid Complex",2019,120570,226
"Abelcet","Amphotericin B Lipid Complex",2020,124320,238
"Abelcet","Amphotericin B Lipid Complex",2021,97200,199
"Abelcet","Amphotericin B Lipid Complex",2022,53540,113
"Abilify","Aripiprazole",2012,82156725.589,376408
"Abilify","Aripiprazole",2013,86144616.621,396572
"Abilify","Aripiprazole",2014,88194588.674,405000
"Abilify","Aripiprazole",2015,47852622.188,322482
"Abilify","Aripiprazole",2016,2936585.25,39246
"Abilify","Aripiprazole",2017,1158482.5,6955
"Abilify","Aripiprazole",2018,950552.33,4690
"Abilify","Aripiprazole",2019,808281.5,3670
"Abilify","Aripiprazole",2020,716447.5,2532
"Abilify","Aripiprazole",2021,633899,2174
"Abilify","Aripiprazole",2022,575817,1920
"Abilify","Aripiprazole",2023,516496.25,1736
"Abilify Asimtufii","Aripiprazole",2019,NA,NA
"Abilify Asimtufii","Aripiprazole",2020,NA,NA
"Abilify Asimtufii","Aripiprazole",2021,NA,NA
"Abilify Asimtufii","Aripiprazole",2022,NA,NA
"Abilify Asimtufii","Aripiprazole",2023,7414.2,1231
"Abilify Maintena","Aripiprazole",2012,NA,NA
"Abilify Maintena","Aripiprazole",2013,14793.7,3986
"Abilify Maintena","Aripiprazole",2014,55133.6,9639
"Abilify Maintena","Aripiprazole",2015,92724.39,14000
"Abilify Maintena","Aripiprazole",2016,117225.314,17154
"Abilify Maintena","Aripiprazole",2017,138042.611,19543
"Abilify Maintena","Aripiprazole",2018,165452.467,22935
"Abilify Maintena","Aripiprazole",2019,189937.35,25421
"Abilify Maintena","Aripiprazole",2020,204264.771,25646
"Abilify Maintena","Aripiprazole",2021,210840.18,26393
"Abilify Maintena","Aripiprazole",2022,220767.4,27676
"Abilify Maintena","Aripiprazole",2023,233084.9,29378
"Abilify Mycite","Aripiprazole",2015,NA,NA
"Abilify Mycite","Aripiprazole",2016,NA,NA
"Abilify Mycite","Aripiprazole",2017,NA,NA
"Abilify Mycite","Aripiprazole",2018,NA,NA
"Abilify Mycite","Aripiprazole",2019,720,NA
"Abilify Mycite","Aripiprazole",2020,1620,15
"Abilify Mycite","Aripiprazole",2021,990,NA
"Abilify Mycite","Aripiprazole",2022,1320,NA
"Abilify Mycite","Aripiprazole",2023,1320,NA
"Abilify*","Aripiprazole",2014,88198661.024,405161
"Abilify*","Aripiprazole",2015,47855047.388,322585
"Abilify*","Aripiprazole",2016,2936202.25,39255
"Abilify*","Aripiprazole",2017,1158482.5,6955
"Abilify*","Aripiprazole",2018,950552.33,4690
"Abilify*","Aripiprazole",2019,808281.5,3670
"Abilify*","Aripiprazole",2020,716447.5,2532
"Abiraterone Acetate","Abiraterone Acetate",2014,NA,NA
"Abiraterone Acetate","Abiraterone Acetate",2015,NA,NA
"Abiraterone Acetate","Abiraterone Acetate",2016,NA,NA
"Abiraterone Acetate","Abiraterone Acetate",2017,NA,NA
"Abiraterone Acetate","Abiraterone Acetate",2018,435123,3328
"Abiraterone Acetate","Abiraterone Acetate",2019,6472203,17787
"Abiraterone Acetate","Abiraterone Acetate",2020,14319839,23638
"Abiraterone Acetate","Abiraterone Acetate",2021,21120289,30513
"Abiraterone Acetate","Abiraterone Acetate",2022,24165984,35733
"Abiraterone Acetate","Abiraterone Acetate",2023,32615964,45661
"Abraxane","Paclitaxel Protein-Bound",2012,1623,82
"Abraxane","Paclitaxel Protein-Bound",2013,3380,161
"Abraxane","Paclitaxel Protein-Bound",2014,5000,257
"Abraxane","Paclitaxel Protein-Bound",2015,4478,226
"Abraxane","Paclitaxel Protein-Bound",2016,4765.6,247
"Abraxane","Paclitaxel Protein-Bound",2017,3783,197
"Abraxane","Paclitaxel Protein-Bound",2018,4441,236
"Abraxane","Paclitaxel Protein-Bound",2019,6318,333
"Abraxane","Paclitaxel Protein-Bound",2020,6620,319
"Abraxane","Paclitaxel Protein-Bound",2021,6081,307
"Abraxane","Paclitaxel Protein-Bound",2022,3744,220
"Abraxane","Paclitaxel Protein-Bound",2023,4453,249
"Abrysvo","Rsv Vacc, Pref A And Pref B/PF",2019,NA,NA
"Abrysvo","Rsv Vacc, Pref A And Pref B/PF",2020,NA,NA
"Abrysvo","Rsv Vacc, Pref A And Pref B/PF",2021,NA,NA
"Abrysvo","Rsv Vacc, Pref A And Pref B/PF",2022,NA,NA
"Abrysvo","Rsv Vacc, Pref A And Pref B/PF",2023,2133059.8,2131906
"Absorica","Isotretinoin",2012,NA,NA
"Absorica","Isotretinoin",2013,1660,23
"Absorica","Isotretinoin",2014,11791,115
"Absorica","Isotretinoin",2015,10540,106
"Absorica","Isotretinoin",2016,8820,88
"Absorica","Isotretinoin",2017,11460,108
"Absorica","Isotretinoin",2018,8970,78
"Absorica","Isotretinoin",2019,6840,47
"Absorica","Isotretinoin",2020,6180,52
"Absorica","Isotretinoin",2021,4090,35
"Absorica","Isotretinoin",2022,2250,24
"Absorica","Isotretinoin",2023,1950,22
"Absorica Ld","Isotretinoin, Micronized",2016,NA,NA
"Absorica Ld","Isotretinoin, Micronized",2017,NA,NA
"Absorica Ld","Isotretinoin, Micronized",2018,NA,NA
"Absorica Ld","Isotretinoin, Micronized",2019,NA,NA
"Absorica Ld","Isotretinoin, Micronized",2020,690,NA
"Absorica Ld","Isotretinoin, Micronized",2021,2130,11
"Absorica Ld","Isotretinoin, Micronized",2022,630,NA
"Absorica Ld","Isotretinoin, Micronized",2023,1380,14
"Abstral","Fentanyl Citrate",2012,NA,NA
"Abstral","Fentanyl Citrate",2013,NA,NA
"Abstral","Fentanyl Citrate",2014,NA,210
"Abstral","Fentanyl Citrate",2015,NA,172
"Abstral","Fentanyl Citrate",2016,NA,168
"Abstral","Fentanyl Citrate",2017,63520,89
"Abstral","Fentanyl Citrate",2018,48930,44
"Abstral","Fentanyl Citrate",2019,21037,25
"Acamprosate Calcium","Acamprosate Calcium",2012,NA,NA
"Acamprosate Calcium","Acamprosate Calcium",2013,792170,2576
"Acamprosate Calcium","Acamprosate Calcium",2014,2978644,7758
"Acamprosate Calcium","Acamprosate Calcium",2015,4512378,8974
"Acamprosate Calcium","Acamprosate Calcium",2016,4970184,9477
"Acamprosate Calcium","Acamprosate Calcium",2017,5187270.01,9916
"Acamprosate Calcium","Acamprosate Calcium",2018,5536265,10706
"Acamprosate Calcium","Acamprosate Calcium",2019,6039910,11649
"Acamprosate Calcium","Acamprosate Calcium",2020,6638946,11880
"Acamprosate Calcium","Acamprosate Calcium",2021,7221497,13110
"Acamprosate Calcium","Acamprosate Calcium",2022,7575486,13739
"Acamprosate Calcium","Acamprosate Calcium",2023,8557788,15765
"Acanya","Clindamycin Phos/Benzoyl Perox",2012,30950,387
"Acanya","Clindamycin Phos/Benzoyl Perox",2013,46265,574
"Acanya","Clindamycin Phos/Benzoyl Perox",2014,46645,572
"Acanya","Clindamycin Phos/Benzoyl Perox",2015,42010,452
"Acanya","Clindamycin Phos/Benzoyl Perox",2016,33180,354
"Acanya","Clindamycin Phos/Benzoyl Perox",2017,26640,274
"Acanya","Clindamycin Phos/Benzoyl Perox",2018,13850,143
"Acanya","Clindamycin Phos/Benzoyl Perox",2019,5750,56
"Acanya","Clindamycin Phos/Benzoyl Perox",2020,3150,15
"Acanya","Clindamycin Phos/Benzoyl Perox",2021,1450,NA
"Acanya","Clindamycin Phos/Benzoyl Perox",2022,900,NA
"Acanya","Clindamycin Phos/Benzoyl Perox",2023,1263,NA
"Acarbose","Acarbose",2012,20136950.75,35229
"Acarbose","Acarbose",2013,23112781.5,40003
"Acarbose","Acarbose",2014,18072741.111,42012
"Acarbose","Acarbose",2015,15666333.5,42219
"Acarbose","Acarbose",2016,21531076,41960
"Acarbose","Acarbose",2017,25708376.42,42354
"Acarbose","Acarbose",2018,22122226,42897
"Acarbose","Acarbose",2019,25533931,44062
"Acarbose","Acarbose",2020,28611239.991,43961
"Acarbose","Acarbose",2021,28967751.5,44200
"Acarbose","Acarbose",2022,28434387,43168
"Acarbose","Acarbose",2023,28183233,42919
"Accolate","Zafirlukast",2012,NA,NA
"Accolate","Zafirlukast",2013,NA,NA
"Accolate","Zafirlukast",2014,NA,467
"Accolate","Zafirlukast",2015,104988,361
"Accolate","Zafirlukast",2016,119582,310
"Accolate","Zafirlukast",2017,100896,190
"Accolate","Zafirlukast",2018,89645,166
"Accolate","Zafirlukast",2019,70926,141
"Accolate","Zafirlukast",2020,64927,121
"Accolate","Zafirlukast",2021,57295,103
"Accolate","Zafirlukast",2022,40235,91
"Accolate","Zafirlukast",2023,2202,13
"Accupril","Quinapril HCl",2012,438131,1496
"Accupril","Quinapril HCl",2013,481214,1447
"Accupril","Quinapril HCl",2014,417448,1317
"Accupril","Quinapril HCl",2015,387580,1089
"Accupril","Quinapril HCl",2016,631945,1749
"Accupril","Quinapril HCl",2017,633391,1728
"Accupril","Quinapril HCl",2018,609380,1640
"Accupril","Quinapril HCl",2019,575596,1518
"Accupril","Quinapril HCl",2020,500787,1311
"Accupril","Quinapril HCl",2021,386511,1045
"Accupril","Quinapril HCl",2022,67553,500
"Accuretic","Quinapril/Hydrochlorothiazide",2012,40258.5,145
"Accuretic","Quinapril/Hydrochlorothiazide",2013,39534,133
"Accuretic","Quinapril/Hydrochlorothiazide",2014,31393,113
"Accuretic","Quinapril/Hydrochlorothiazide",2015,27320,91
"Accuretic","Quinapril/Hydrochlorothiazide",2016,86664,252
"Accuretic","Quinapril/Hydrochlorothiazide",2017,84291,256
"Accuretic","Quinapril/Hydrochlorothiazide",2018,80439,229
"Accuretic","Quinapril/Hydrochlorothiazide",2019,70847,211
"Accuretic","Quinapril/Hydrochlorothiazide",2020,59908,169
"Accuretic","Quinapril/Hydrochlorothiazide",2021,37158,119
"Accuretic","Quinapril/Hydrochlorothiazide",2022,3690,36
"Accutane","Isotretinoin",2017,NA,NA
"Accutane","Isotretinoin",2018,NA,NA
"Accutane","Isotretinoin",2019,NA,NA
"Accutane","Isotretinoin",2020,NA,NA
"Accutane","Isotretinoin",2021,6010,59
"Accutane","Isotretinoin",2022,14470,121
"Accutane","Isotretinoin",2023,19470,192
"Acebutolol HCl","Acebutolol HCl",2012,9908053,21595
"Acebutolol HCl","Acebutolol HCl",2013,11097324,23937
"Acebutolol HCl","Acebutolol HCl",2014,11259149,24326
"Acebutolol HCl","Acebutolol HCl",2015,10965895,23588
"Acebutolol HCl","Acebutolol HCl",2016,10803688.7,23186
"Acebutolol HCl","Acebutolol HCl",2017,10575073,22490
"Acebutolol HCl","Acebutolol HCl",2018,6052585,21865
"Acebutolol HCl","Acebutolol HCl",2019,9371270,21226
"Acebutolol HCl","Acebutolol HCl",2020,9727562,20614
"Acebutolol HCl","Acebutolol HCl",2021,9595214,20157
"Acebutolol HCl","Acebutolol HCl",2022,9087748,19222
"Acebutolol HCl","Acebutolol HCl",2023,8673062,18164
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2014,NA,NA
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2015,13791,116
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2016,136010,756
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2017,215347,1130
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2018,203714,1070
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2019,221226,1205
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2020,203536,957
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2021,196648,797
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2022,117696,416
"Acetamin-Caff-Dihydrocodeine","Acetaminophen/Caff/Dihydrocod",2023,79126,235
"Acetaminophen","Acetaminophen",2017,NA,NA
"Acetaminophen","Acetaminophen",2018,NA,NA
"Acetaminophen","Acetaminophen",2019,NA,NA
"Acetaminophen","Acetaminophen",2020,NA,NA
"Acetaminophen","Acetaminophen",2021,138701,82
"Acetaminophen","Acetaminophen",2022,230800,75
"Acetaminophen","Acetaminophen",2023,312100,156
"Acetaminophen-Codeine","Acetaminophen With Codeine",2012,163548336.67,1166657
"Acetaminophen-Codeine","Acetaminophen With Codeine",2013,163309419.21,1206657
"Acetaminophen-Codeine","Acetaminophen With Codeine",2014,172178921.66,1347068
"Acetaminophen-Codeine","Acetaminophen With Codeine",2015,214070202.54,1721982
"Acetaminophen-Codeine","Acetaminophen With Codeine",2016,213439902.59,1708056
"Acetaminophen-Codeine","Acetaminophen With Codeine",2017,202626905.36,1657049
"Acetaminophen-Codeine","Acetaminophen With Codeine",2018,184505081.29,1535095
"Acetaminophen-Codeine","Acetaminophen With Codeine",2019,154584495.96,1417793
"Acetaminophen-Codeine","Acetaminophen With Codeine",2020,147259466.93,1260147
"Acetaminophen-Codeine","Acetaminophen With Codeine",2021,138481391.92,1210143
"Acetaminophen-Codeine","Acetaminophen With Codeine",2022,129382536.82,1146260
"Acetaminophen-Codeine","Acetaminophen With Codeine",2023,122934247.87,1131972
"Acetasol HC","Hydrocortisone/Acetic Acid",2012,39541,2403
"Acetasol HC","Hydrocortisone/Acetic Acid",2013,20280,1530
"Acetasol HC","Hydrocortisone/Acetic Acid",2014,10580,780
"Acetasol HC","Hydrocortisone/Acetic Acid",2015,5965,462
"Acetasol HC","Hydrocortisone/Acetic Acid",2016,3935,306
"Acetasol HC","Hydrocortisone/Acetic Acid",2017,1425,112
"Acetasol HC","Hydrocortisone/Acetic Acid",2018,750,57
"Acetazolamide","Acetazolamide",2012,14410531.381,81663
"Acetazolamide","Acetazolamide",2013,15709117.28,91370
"Acetazolamide","Acetazolamide",2014,16972781.5,100156
"Acetazolamide","Acetazolamide",2015,13665679.428,75383
"Acetazolamide","Acetazolamide",2016,14053100.713,77357
"Acetazolamide","Acetazolamide",2017,14246372.701,80468
"Acetazolamide","Acetazolamide",2018,14881544.09,86441
"Acetazolamide","Acetazolamide",2019,12145168.25,88880
"Acetazolamide","Acetazolamide",2020,11716553,66492
"Acetazolamide","Acetazolamide",2021,13694349.58,76184
"Acetazolamide","Acetazolamide",2022,15480709.241,86171
"Acetazolamide","Acetazolamide",2023,16232723.086,90681
"Acetazolamide ER","Acetazolamide",2015,4129428,32916
"Acetazolamide ER","Acetazolamide",2016,3968719,33484
"Acetazolamide ER","Acetazolamide",2017,4421936,34537
"Acetazolamide ER","Acetazolamide",2018,4699925.232,34240
"Acetazolamide ER","Acetazolamide",2019,5012496,34378
"Acetazolamide ER","Acetazolamide",2020,5266670.286,28814
"Acetazolamide ER","Acetazolamide",2021,5449502,32774
"Acetazolamide ER","Acetazolamide",2022,5577598,32336
"Acetazolamide ER","Acetazolamide",2023,5862850,33680
"Acetazolamide Sodium","Acetazolamide Sodium",2014,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2015,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2016,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2017,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2018,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2019,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2020,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2021,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2022,NA,NA
"Acetazolamide Sodium","Acetazolamide Sodium",2023,214,NA
"Acetic Acid","Acetic Acid",2012,41163724.847,24236
"Acetic Acid","Acetic Acid",2013,38303704.8,26476
"Acetic Acid","Acetic Acid",2014,40411511.334,26687
"Acetic Acid","Acetic Acid",2015,40266511.9,28896
"Acetic Acid","Acetic Acid",2016,40714001.664,31569
"Acetic Acid*","Acetic Acid",2014,40171982.334,26687
"Acetic Acid*","Acetic Acid",2015,39996414,28896
"Acetic Acid*","Acetic Acid",2016,40488423.664,31564
"Acetic Acid*","Acetic Acid",2017,46943023.164,34822
"Acetic Acid*","Acetic Acid",2018,48935842.168,39139
"Acetic Acid*","Acetic Acid",2019,27239489.467,35588
"Acetic Acid*","Acetic Acid",2020,28006305.001,34058
"Acetic Acid*","Acetic Acid",2021,30500223.286,36607
"Acetic Acid*","Acetic Acid",2022,39855522.99,38728
"Acetic Acid*","Acetic Acid",2023,51844937.082,43136
"Acetic Acid-Aluminum","Acetic Acid/Aluminum Acetate",2012,329502,3893
"Acetic Acid-Aluminum","Acetic Acid/Aluminum Acetate",2013,324115,3868
"Acetic Acid-Aluminum","Acetic Acid/Aluminum Acetate",2014,268015,3227
"Acetic Acid-Aluminum","Acetic Acid/Aluminum Acetate",2015,284784,3348
"Acetic Acid-Aluminum","Acetic Acid/Aluminum Acetate",2016,273549,3335
"Acetic Acid-Aluminum","Acetic Acid/Aluminum Acetate",2017,87713,1238
"Acetic Acid-Aluminum","Acetic Acid/Aluminum Acetate",2018,1920,28
"Acetylcysteine","Acetylcysteine",2012,1370559.45,8176
"Acetylcysteine","Acetylcysteine",2013,753973.799,5464
"Acetylcysteine","Acetylcysteine",2014,1528748.21,7055
"Acetylcysteine","Acetylcysteine",2015,1885562.576,7508
"Acetylcysteine","Acetylcysteine",2016,2200958.47,7645
"Acetylcysteine*","Acetylcysteine",2014,1520519.25,7236
"Acetylcysteine*","Acetylcysteine",2015,1868714.246,7631
"Acetylcysteine*","Acetylcysteine",2016,2195393.5,7682
"Acetylcysteine*","Acetylcysteine",2017,2275137.46,7992
"Acetylcysteine*","Acetylcysteine",2018,1994987,6766
"Acetylcysteine*","Acetylcysteine",2019,2369608,7361
"Acetylcysteine*","Acetylcysteine",2020,1956389.28,5149
"Acetylcysteine*","Acetylcysteine",2021,1611947.639,4039
"Acetylcysteine*","Acetylcysteine",2022,1650286.236,4323
"Acetylcysteine*","Acetylcysteine",2023,1767686,4830
"Aciphex","Rabeprazole Sodium",2012,12622971.711,60644
"Aciphex","Rabeprazole Sodium",2013,11468006,60088
"Aciphex","Rabeprazole Sodium",2014,2846366,12160
"Aciphex","Rabeprazole Sodium",2015,2211045,7200
"Aciphex","Rabeprazole Sodium",2016,1799024,5503
"Aciphex","Rabeprazole Sodium",2017,1495019,4461
"Aciphex","Rabeprazole Sodium",2018,1299928,3781
"Aciphex","Rabeprazole Sodium",2019,1153216,3324
"Aciphex","Rabeprazole Sodium",2020,1065105,2940
"Aciphex","Rabeprazole Sodium",2021,906690,2504
"Aciphex","Rabeprazole Sodium",2022,781493,2140
"Aciphex","Rabeprazole Sodium",2023,668561,1820
"Aciphex Sprinkle","Rabeprazole Sodium",2012,NA,NA
"Aciphex Sprinkle","Rabeprazole Sodium",2013,NA,NA
"Aciphex Sprinkle","Rabeprazole Sodium",2014,1652,18
"Aciphex Sprinkle","Rabeprazole Sodium",2015,4391,39
"Aciphex Sprinkle","Rabeprazole Sodium",2016,11959,60
"Aciphex Sprinkle","Rabeprazole Sodium",2017,11557,63
"Aciphex Sprinkle","Rabeprazole Sodium",2018,5107,34
"Acitretin","Acitretin",2012,NA,NA
"Acitretin","Acitretin",2013,391098,4210
"Acitretin","Acitretin",2014,1311375,8971
"Acitretin","Acitretin",2015,1287670,7970
"Acitretin","Acitretin",2016,1250850,7936
"Acitretin","Acitretin",2017,1278894,8110
"Acitretin","Acitretin",2018,1497337,8659
"Acitretin","Acitretin",2019,1556927.43,9054
"Acitretin","Acitretin",2020,1638971.519,9153
"Acitretin","Acitretin",2021,1667594.341,9238
"Acitretin","Acitretin",2022,1657959,9068
"Acitretin","Acitretin",2023,1693014,9207
"Actemra","Tocilizumab",2012,59855,359
"Actemra","Tocilizumab",2013,88210.9,649
"Actemra","Tocilizumab",2014,113241.3,2187
"Actemra","Tocilizumab",2015,119324.5,2925
"Actemra","Tocilizumab",2016,137157.2,3499
"Actemra Actpen","Tocilizumab",2015,NA,NA
"Actemra Actpen","Tocilizumab",2016,NA,NA
"Actemra Actpen","Tocilizumab",2017,NA,NA
"Actemra Actpen","Tocilizumab",2018,NA,NA
"Actemra Actpen","Tocilizumab",2019,14862.3,1177
"Actemra Actpen","Tocilizumab",2020,47067.5,2740
"Actemra Actpen","Tocilizumab",2021,74932.9,4442
"Actemra Actpen","Tocilizumab",2022,101561.3,5485
"Actemra Actpen","Tocilizumab",2023,138823.7,6927
"Actemra*","Tocilizumab",2014,113241.3,2187
"Actemra*","Tocilizumab",2015,119324.5,2925
"Actemra*","Tocilizumab",2016,137157.2,3499
"Actemra*","Tocilizumab",2017,151287.1,4696
"Actemra*","Tocilizumab",2018,185715.59,5786
"Actemra*","Tocilizumab",2019,198566.9,5446
"Actemra*","Tocilizumab",2020,191010.1,4668
"Actemra*","Tocilizumab",2021,186777.1,5123
"Actemra*","Tocilizumab",2022,212640.35,4885
"Actemra*","Tocilizumab",2023,263212.8,4570
"Acthar","Corticotropin",2015,73820,3104
"Acthar","Corticotropin",2016,91690,3076
"Acthar","Corticotropin",2017,92590,2839
"Acthar","Corticotropin",2018,90830,2475
"Acthar","Corticotropin",2019,82995,2102
"Acthar","Corticotropin",2020,74430,1668
"Acthar","Corticotropin",2021,50945,1158
"Acthar","Corticotropin",2022,45155,1007
"Acthar","Corticotropin",2023,40750,942
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2012,500,377
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2013,368.1,333
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2014,601.5,544
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2015,718,588
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2016,276.5,265
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2017,425,378
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2018,815.9,704
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2019,1129,949
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2020,1147.6,953
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2021,1413,1124
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2022,1734.5,1378
"Acthib","Haemoph B Poly Conj-Tet Tox/PF",2023,1967,1548
"Actigall","Ursodiol",2012,93441,145
"Actigall","Ursodiol",2013,103791,169
"Actigall","Ursodiol",2014,117564,187
"Actigall","Ursodiol",2015,119153,190
"Actigall","Ursodiol",2016,NA,157
"Actigall","Ursodiol",2017,NA,160
"Actigall","Ursodiol",2018,NA,136
"Actigall","Ursodiol",2019,40978,132
"Actigall","Ursodiol",2020,74278,103
"Actigall","Ursodiol",2021,12718,63
"Actimmune","Interferon Gamma-1b,Recomb.",2012,NA,NA
"Actimmune","Interferon Gamma-1b,Recomb.",2013,175,21
"Actimmune","Interferon Gamma-1b,Recomb.",2014,4439,59
"Actimmune","Interferon Gamma-1b,Recomb.",2015,3845.5,62
"Actimmune","Interferon Gamma-1b,Recomb.",2016,NA,64
