"brand_name","generic_name","year","total_dosage_units","total_beneficiaries"
"Potassium Acetate","Potassium Acetate",2016,59816.54,18
"Potassium Acetate","Potassium Acetate",2017,82988.06,26
"Potassium Acetate","Potassium Acetate",2018,123206.91,30
"Potassium Acetate","Potassium Acetate",2019,57997.33,19
"Potassium Acetate","Potassium Acetate",2020,157090.58,29
"Potassium Acetate","Potassium Acetate",2021,86479.531,14
"Potassium Acetate","Potassium Acetate",2022,20451.05,14
"Potassium Acetate","Potassium Acetate",2023,14343.44,18
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2012,143203,768
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2013,147946,840
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2014,189583,1022
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2015,143218,901
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2016,55487,435
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2017,108740,634
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2018,133796,752
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2019,32610,340
"Potassium Bicarbonate","Potassium Bicarbonate/Cit Ac",2020,1140,NA
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2012,5332807,321
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2013,7755741.5,377
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2014,7106411,371
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2015,7270034,322
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2016,6968571,315
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2017,6056599,286
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2018,7700867,244
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2019,8374683.035,230
"Potassium Chl-Normal Saline","Potassium Chloride In 0.9%NaCl",2020,8130765,244
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2012,210419,1166
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2013,215947,1263
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2014,171195,975
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2015,150836,859
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2016,103089,653
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2017,88484,607
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2018,83574,595
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2019,13532,160
"Potassium Chloride","Pot Chloride/Pot Bicarb/Cit Ac",2020,651,19
"Potassium Chloride","Potassium Chloride",2012,843559504.11,2259544
"Potassium Chloride","Potassium Chloride",2013,955901696.37,2512398
"Potassium Chloride","Potassium Chloride",2014,987932019.89,2740222
"Potassium Chloride","Potassium Chloride",2015,1091424186.5,3010342
"Potassium Chloride","Potassium Chloride",2016,1111066567.8,3058387
"Potassium Chloride","Potassium Chloride In Water",2014,83613.39,183
"Potassium Chloride","Potassium Chloride In Water",2015,81363.64,128
"Potassium Chloride","Potassium Chloride In Water",2016,60109,135
"Potassium Chloride","Potassium Chloride In Water",2017,43496,131
"Potassium Chloride","Potassium Chloride In Water",2018,52755,130
"Potassium Chloride","Potassium Chloride In Water",2019,20553,133
"Potassium Chloride","Potassium Chloride In Water",2020,165728,128
"Potassium Chloride","Potassium Chloride In Water",2021,132118,69
"Potassium Chloride","Potassium Chloride In Water",2022,51650,57
"Potassium Chloride","Potassium Chloride In Water",2023,39750,71
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2016,NA,NA
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2017,NA,NA
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2018,NA,NA
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2019,NA,NA
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2020,185010,NA
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2021,351000,NA
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2022,612500,NA
"Potassium Chloride In D5lr","Potassium Chloride In Lr-D5",2023,261000,NA
"Potassium Chloride*","Potassium Chloride",2014,970785992.13,2742242
"Potassium Chloride*","Potassium Chloride",2015,1052597186.7,3011751
"Potassium Chloride*","Potassium Chloride",2016,1133235116.4,3123610
"Potassium Chloride*","Potassium Chloride",2017,1172405218.7,3199550
"Potassium Chloride*","Potassium Chloride",2018,1184654210.7,3265556
"Potassium Chloride*","Potassium Chloride",2019,980227465.91,3483075
"Potassium Chloride*","Potassium Chloride",2020,1264234563.3,3466112
"Potassium Chloride*","Potassium Chloride",2021,1236656444.3,3436658
"Potassium Chloride*","Potassium Chloride",2022,1243411359,3455860
"Potassium Chloride*","Potassium Chloride",2023,1230881249.5,3479756
"Potassium Chloride-0.45% NaCl","Potassium Chloride-0.45% NaCl",2018,1277506.6,111
"Potassium Chloride-0.45% NaCl","Potassium Chloride-0.45% NaCl",2019,931038,88
"Potassium Chloride-0.45% NaCl","Potassium Chloride-0.45% NaCl",2020,821004,112
"Potassium Chloride-0.45% NaCl","Potassium Chloride-0.45% NaCl",2021,1032955,83
"Potassium Chloride-0.45% NaCl","Potassium Chloride-0.45% NaCl",2022,1572396,47
"Potassium Chloride-0.45% NaCl","Potassium Chloride-0.45% NaCl",2023,286016,35
"Potassium Chloride-0.9% NaCl","Potassium Chloride In 0.9%NaCl",2017,5025246,286
"Potassium Chloride-0.9% NaCl","Potassium Chloride In 0.9%NaCl",2018,6922833,244
"Potassium Chloride-0.9% NaCl","Potassium Chloride In 0.9%NaCl",2019,7847643.035,230
"Potassium Chloride-0.9% NaCl","Potassium Chloride In 0.9%NaCl",2020,7677685,244
"Potassium Chloride-0.9% NaCl","Potassium Chloride In 0.9%NaCl",2021,7195062.644,177
"Potassium Chloride-0.9% NaCl","Potassium Chloride In 0.9%NaCl",2022,7710897,156
"Potassium Chloride-0.9% NaCl","Potassium Chloride In 0.9%NaCl",2023,7993043,133
"Potassium Chloride-Dextrose 5%","Potassium Chloride In D5W",2018,378055,70
"Potassium Chloride-Dextrose 5%","Potassium Chloride In D5W",2019,214026,51
"Potassium Chloride-Dextrose 5%","Potassium Chloride In D5W",2020,157000,76
"Potassium Chloride-Dextrose 5%","Potassium Chloride In D5W",2021,160003,33
"Potassium Chloride-Dextrose 5%","Potassium Chloride In D5W",2022,58000,14
"Potassium Chloride-Dextrose 5%","Potassium Chloride In D5W",2023,45006,13
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2012,2088426.143,218
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2013,2205880.143,275
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2014,1548024,204
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2015,1711576.43,198
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2016,1679153.857,153
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2017,1285020,148
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2018,1277506.6,111
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2019,931038,88
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2020,821004,112
"Potassium Chloride-NaCl","Potassium Chloride-0.45% NaCl",2021,1077955,83
"Potassium Citrate ER","Potassium Citrate",2012,30519616.6,54308
"Potassium Citrate ER","Potassium Citrate",2013,36796447.5,65068
"Potassium Citrate ER","Potassium Citrate",2014,41490255,74498
"Potassium Citrate ER","Potassium Citrate",2015,46267666.5,84275
"Potassium Citrate ER","Potassium Citrate",2016,51116109,92585
"Potassium Citrate ER","Potassium Citrate",2017,53929791.5,98122
"Potassium Citrate ER","Potassium Citrate",2018,58066654.5,104367
"Potassium Citrate ER","Potassium Citrate",2019,62769858.82,112142
"Potassium Citrate ER","Potassium Citrate",2020,66823941.749,114175
"Potassium Citrate ER","Potassium Citrate",2021,69392456.44,121245
"Potassium Citrate ER","Potassium Citrate",2022,71574868.496,124847
"Potassium Citrate ER","Potassium Citrate",2023,75429360.119,131779
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2012,905596,336
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2013,NA,NA
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2014,15992,51
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2015,564556.759,383
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2016,1182024.933,478
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2017,1078652.789,341
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2018,1043306.787,296
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2019,834592,250
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2020,993326,249
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2021,1049058,247
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2022,1205624,306
"Potassium Citrate-Citric Acid","Potassium Citrate/Citric Acid",2023,1280846,334
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2012,NA,NA
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2013,1035,NA
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2014,130510.858,16
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2015,585270.916,22
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2016,164767.373,17
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2017,345894.549,21
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2018,401203.349,18
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2019,151714.8,16
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2020,101772.334,23
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2021,135723.32,11
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2022,182673,NA
"Potassium Phosphate","Potassium Phos,M-Basic-D-Basic",2023,78957.975,15
"Poteligeo","Mogamulizumab-Kpkc",2015,NA,NA
"Poteligeo","Mogamulizumab-Kpkc",2016,NA,NA
"Poteligeo","Mogamulizumab-Kpkc",2017,NA,NA
"Poteligeo","Mogamulizumab-Kpkc",2018,NA,NA
"Poteligeo","Mogamulizumab-Kpkc",2019,1025,NA
"Poteligeo","Mogamulizumab-Kpkc",2020,820,NA
"Poteligeo","Mogamulizumab-Kpkc",2021,1805,NA
"Poteligeo","Mogamulizumab-Kpkc",2022,1545,NA
"Poteligeo","Mogamulizumab-Kpkc",2023,2190,11
"Potiga","Ezogabine",2012,398522,800
"Potiga","Ezogabine",2013,1110792,1172
"Potiga","Ezogabine",2014,635761.5,597
"Potiga","Ezogabine",2015,447102.5,396
"Potiga","Ezogabine",2016,385568.5,312
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",2017,NA,NA
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",2018,NA,NA
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",2019,NA,NA
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",2020,NA,NA
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",2021,690,NA
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",2022,750,NA
"Pr Natal 400 EC","PNV19/Iron Bg,S.P/Folic Ac/Om3",2023,1543,NA
"Pr Natal 430 EC","Prenatal Vit 55/Iron/Folic/Om3",2014,NA,NA
"Pr Natal 430 EC","Prenatal Vit 55/Iron/Folic/Om3",2015,720,NA
"Pr Natal 430 EC","Prenatal Vit 55/Iron/Folic/Om3",2016,NA,NA
"Pr Natal 430 EC","Prenatal Vit 55/Iron/Folic/Om3",2017,NA,NA
"Pr Natal 430 EC","Prenatal Vit 55/Iron/Folic/Om3",2018,430,NA
"Pradaxa","Dabigatran Etexilate Mesylate",2012,100585589,243001
"Pradaxa","Dabigatran Etexilate Mesylate",2013,116553138.51,250399
"Pradaxa","Dabigatran Etexilate Mesylate",2014,116190629.44,238084
"Pradaxa","Dabigatran Etexilate Mesylate",2015,109875364.8,221782
"Pradaxa","Dabigatran Etexilate Mesylate",2016,111132530.8,229997
"Pradaxa","Dabigatran Etexilate Mesylate",2017,111806887,231344
"Pradaxa","Dabigatran Etexilate Mesylate",2018,106140971,214140
"Pradaxa","Dabigatran Etexilate Mesylate",2019,101479351,196487
"Pradaxa","Dabigatran Etexilate Mesylate",2020,97723374.634,184747
"Pradaxa","Dabigatran Etexilate Mesylate",2021,93666330,177065
"Pradaxa","Dabigatran Etexilate Mesylate",2022,89371738,172740
"Pradaxa","Dabigatran Etexilate Mesylate",2023,72682464,144821
"Praluent Pen","Alirocumab",2012,NA,NA
"Praluent Pen","Alirocumab",2013,NA,NA
"Praluent Pen","Alirocumab",2014,NA,NA
"Praluent Pen","Alirocumab",2015,2863,610
"Praluent Pen","Alirocumab",2016,168098,15098
"Praluent Pen","Alirocumab",2017,292114,19858
"Praluent Pen","Alirocumab",2018,371201.584,24070
"Praluent Pen","Alirocumab",2019,553013.988,37970
"Praluent Pen","Alirocumab",2020,850467.7,52834
"Praluent Pen","Alirocumab",2021,1182136.94,69845
"Praluent Pen","Alirocumab",2022,1484402,85905
"Praluent Pen","Alirocumab",2023,1840124.32,106365
"Praluent Syringe","Alirocumab",2014,NA,NA
"Praluent Syringe","Alirocumab",2015,134,27
"Praluent Syringe","Alirocumab",2016,4064,785
"Praluent Syringe","Alirocumab",2017,1870,400
"Praluent Syringe","Alirocumab",2018,258,43
"Praluent Syringe","Alirocumab",2019,48,13
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2012,67905719.667,183055
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2013,110887163.73,264251
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2014,129414205.94,293653
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2015,139255577.77,308068
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2016,149837373.39,323607
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2017,143937384.5,335076
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2018,156656197.02,348806
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2019,170000300.69,358976
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2020,181481802.44,360808
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2021,184042377.21,366971
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2022,184887130.4,364915
"Pramipexole Dihydrochloride","Pramipexole Di-HCl",2023,186356896.13,366660
"Pramipexole ER","Pramipexole Di-HCl",2012,NA,NA
"Pramipexole ER","Pramipexole Di-HCl",2013,NA,NA
"Pramipexole ER","Pramipexole Di-HCl",2014,NA,NA
"Pramipexole ER","Pramipexole Di-HCl",2015,548798,3107
"Pramipexole ER","Pramipexole Di-HCl",2016,1120463,4618
"Pramipexole ER","Pramipexole Di-HCl",2017,1308516,5109
"Pramipexole ER","Pramipexole Di-HCl",2018,1406758,5245
"Pramipexole ER","Pramipexole Di-HCl",2019,1582224,5599
"Pramipexole ER","Pramipexole Di-HCl",2020,1657662,5735
"Pramipexole ER","Pramipexole Di-HCl",2021,1657907.5,5799
"Pramipexole ER","Pramipexole Di-HCl",2022,1660977.5,5906
"Pramipexole ER","Pramipexole Di-HCl",2023,1635630,5892
"Pramosone","Hydrocortisone/Pramoxine",2012,111278.6,763
"Pramosone","Hydrocortisone/Pramoxine",2013,196201.558,1330
"Pramosone","Hydrocortisone/Pramoxine",2014,351954.025,2183
"Pramosone","Hydrocortisone/Pramoxine",2015,323870.62,1964
"Pramosone","Hydrocortisone/Pramoxine",2016,167075.5,1041
"Pramosone","Hydrocortisone/Pramoxine",2017,138430.4,818
"Pramosone","Hydrocortisone/Pramoxine",2018,134226.8,774
"Pramosone","Hydrocortisone/Pramoxine",2019,38792,250
"Pramosone","Hydrocortisone/Pramoxine",2020,27545.2,151
"Pramosone","Hydrocortisone/Pramoxine",2021,20091,147
"Pramosone","Hydrocortisone/Pramoxine",2022,13415.2,106
"Pramosone","Hydrocortisone/Pramoxine",2023,10638.6,93
"Prandimet","Repaglinide/Metformin HCl",2012,191814,347
"Prandimet","Repaglinide/Metformin HCl",2013,193352,330
"Prandimet","Repaglinide/Metformin HCl",2014,166919,298
"Prandimet","Repaglinide/Metformin HCl",2015,148344,245
"Prandimet","Repaglinide/Metformin HCl",2016,26226,78
"Prandin","Repaglinide",2012,40965356,65767
"Prandin","Repaglinide",2013,30657422.107,60713
"Prandin","Repaglinide",2014,3651551.5,9130
"Prandin","Repaglinide",2015,NA,2129
"Prandin","Repaglinide",2016,NA,997
"Prandin","Repaglinide",2017,247770,588
"Prandin","Repaglinide",2018,345030,384
"Prandin","Repaglinide",2019,246217,283
"Prandin","Repaglinide",2020,7862,40
"Prasugrel HCl","Prasugrel HCl",2014,NA,NA
"Prasugrel HCl","Prasugrel HCl",2015,NA,NA
"Prasugrel HCl","Prasugrel HCl",2016,NA,NA
"Prasugrel HCl","Prasugrel HCl",2017,2517129,43038
"Prasugrel HCl","Prasugrel HCl",2018,15479239,69832
"Prasugrel HCl","Prasugrel HCl",2019,17075885,72900
"Prasugrel HCl","Prasugrel HCl",2020,19256159,79316
"Prasugrel HCl","Prasugrel HCl",2021,20033350.5,84567
"Prasugrel HCl","Prasugrel HCl",2022,19658715.5,83652
"Prasugrel HCl","Prasugrel HCl",2023,20199857,85432
"Pravachol","Pravastatin Sodium",2012,409630,1901
"Pravachol","Pravastatin Sodium",2013,467634,2095
"Pravachol","Pravastatin Sodium",2014,456757,1982
"Pravachol","Pravastatin Sodium",2015,412241,1809
"Pravachol","Pravastatin Sodium",2016,367646,1572
"Pravachol","Pravastatin Sodium",2017,347522,1406
"Pravachol","Pravastatin Sodium",2018,331034,1267
"Pravachol","Pravastatin Sodium",2019,297927,1185
"Pravachol","Pravastatin Sodium",2020,268300,931
"Pravachol","Pravastatin Sodium",2021,70161,667
"Pravastatin Sodium","Pravastatin Sodium",2012,607087576.48,2458817
"Pravastatin Sodium","Pravastatin Sodium",2013,735482092.66,2874888
"Pravastatin Sodium","Pravastatin Sodium",2014,801026582.4,3031162
"Pravastatin Sodium","Pravastatin Sodium",2015,817155889.66,3031027
"Pravastatin Sodium","Pravastatin Sodium",2016,812468984.37,3039774
"Pravastatin Sodium","Pravastatin Sodium",2017,818631381.18,2989382
"Pravastatin Sodium","Pravastatin Sodium",2018,829925798.59,2919885
"Pravastatin Sodium","Pravastatin Sodium",2019,815604016.14,2821435
"Pravastatin Sodium","Pravastatin Sodium",2020,808711853.14,2696467
"Pravastatin Sodium","Pravastatin Sodium",2021,775395774.22,2617059
"Pravastatin Sodium","Pravastatin Sodium",2022,746051489.64,2504101
"Pravastatin Sodium","Pravastatin Sodium",2023,718249273.49,2403267
"Praziquantel","Praziquantel",2014,NA,NA
"Praziquantel","Praziquantel",2015,NA,NA
"Praziquantel","Praziquantel",2016,NA,NA
"Praziquantel","Praziquantel",2017,NA,NA
"Praziquantel","Praziquantel",2018,7051,402
"Praziquantel","Praziquantel",2019,11190,687
"Praziquantel","Praziquantel",2020,10680,664
"Praziquantel","Praziquantel",2021,11053.5,693
"Praziquantel","Praziquantel",2022,13717,706
"Praziquantel","Praziquantel",2023,15652,855
"Prazosin HCl","Prazosin HCl",2012,33412468,59643
"Prazosin HCl","Prazosin HCl",2013,29255843,72846
"Prazosin HCl","Prazosin HCl",2014,31182003.6,85598
"Prazosin HCl","Prazosin HCl",2015,34117990,97373
"Prazosin HCl","Prazosin HCl",2016,38893994.5,113170
"Prazosin HCl","Prazosin HCl",2017,43901933.999,130393
"Prazosin HCl","Prazosin HCl",2018,49797486.36,146709
"Prazosin HCl","Prazosin HCl",2019,55601966,161275
"Prazosin HCl","Prazosin HCl",2020,62563387.4,169806
"Prazosin HCl","Prazosin HCl",2021,66466669.41,182724
"Prazosin HCl","Prazosin HCl",2022,69994476,192789
"Prazosin HCl","Prazosin HCl",2023,74734401.632,206010
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2012,19750,93
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2013,10850,60
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2014,16640,80
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2015,11080,64
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2016,7309,45
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2017,9520,61
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2018,3510,23
"Precision","Syring-Needl,Disp,Insul,0.3 Ml",2019,1560,NA
"Precision","Syringe And Needle,Insulin,1ml",2014,11114,48
"Precision","Syringe And Needle,Insulin,1ml",2015,6561,25
"Precision","Syringe And Needle,Insulin,1ml",2016,4426,12
"Precision","Syringe And Needle,Insulin,1ml",2017,2402,NA
"Precision","Syringe And Needle,Insulin,1ml",2018,2502,NA
"Precision","Syringe And Needle,Insulin,1ml",2019,1633,NA
"Precision","Syringe And Needle,Insulin,1ml",2020,1067,NA
"Precision","Syringe And Needle,Insulin,1ml",2021,3056,12
"Precision","Syringe And Needle,Insulin,1ml",2022,4480,NA
"Precision","Syringe-Needle,Insulin,0.5 Ml",2014,19532,82
"Precision","Syringe-Needle,Insulin,0.5 Ml",2015,8840,35
"Precision","Syringe-Needle,Insulin,0.5 Ml",2016,8089,26
"Precision","Syringe-Needle,Insulin,0.5 Ml",2017,5805,32
"Precision","Syringe-Needle,Insulin,0.5 Ml",2018,3150,14
"Precose","Acarbose",2012,58112,136
"Precose","Acarbose",2013,55315,121
"Precose","Acarbose",2014,55173,119
"Precose","Acarbose",2015,45652,100
"Precose","Acarbose",2016,33825,71
"Precose","Acarbose",2017,21366,45
"Precose","Acarbose",2018,17650,29
"Precose","Acarbose",2019,11462,19
"Pred Forte","Prednisolone Acetate",2012,260354,18747
"Pred Forte","Prednisolone Acetate",2013,273074,19208
"Pred Forte","Prednisolone Acetate",2014,218060,14142
"Pred Forte","Prednisolone Acetate",2015,150918,9056
"Pred Forte","Prednisolone Acetate",2016,116894,6359
"Pred Forte","Prednisolone Acetate",2017,85445,4346
"Pred Forte","Prednisolone Acetate",2018,73339,3768
"Pred Forte","Prednisolone Acetate",2019,78769,5177
"Pred Forte","Prednisolone Acetate",2020,53297,2682
"Pred Forte","Prednisolone Acetate",2021,44301,2117
"Pred Forte","Prednisolone Acetate",2022,40926,2049
"Pred Forte","Prednisolone Acetate",2023,38730,1931
"Pred Mild","Prednisolone Acetate",2012,97425,7175
"Pred Mild","Prednisolone Acetate",2013,112052,8243
"Pred Mild","Prednisolone Acetate",2014,104405,8263
"Pred Mild","Prednisolone Acetate",2015,83827,6400
"Pred Mild","Prednisolone Acetate",2016,60688,4627
"Pred Mild","Prednisolone Acetate",2017,53975,3928
"Pred Mild","Prednisolone Acetate",2018,52915,3842
"Pred Mild","Prednisolone Acetate",2019,43330,3112
"Pred Mild","Prednisolone Acetate",2020,39385,2823
"Pred Mild","Prednisolone Acetate",2021,33126,2491
"Pred Mild","Prednisolone Acetate",2022,29566,2200
"Pred Mild","Prednisolone Acetate",2023,23955,1820
"Pred-G","Gentamicin Sulf/Prednisolone",2012,6880.625,1091
"Pred-G","Gentamicin Sulf/Prednisolone",2013,9695,1586
"Pred-G","Gentamicin Sulf/Prednisolone",2014,7805.5,1452
"Pred-G","Gentamicin Sulf/Prednisolone",2015,5240.5,941
"Pred-G","Gentamicin Sulf/Prednisolone",2016,3399,569
"Pred-G","Gentamicin Sulf/Prednisolone",2017,4659.5,816
"Pred-G","Gentamicin Sulf/Prednisolone",2018,3498.5,617
"Pred-G","Gentamicin Sulf/Prednisolone",2019,1812,300
"Pred-G","Gentamicin Sulf/Prednisolone",2020,1373.5,212
"Pred-G","Gentamicin Sulf/Prednisolone",2021,1722,270
"Pred-G","Gentamicin Sulf/Prednisolone",2022,297,56
"Prednicarbate","Prednicarbate",2012,179935,1805
"Prednicarbate","Prednicarbate",2013,221282,2190
"Prednicarbate","Prednicarbate",2014,27180,2332
"Prednicarbate","Prednicarbate",2015,58856,1835
"Prednicarbate","Prednicarbate",2016,133816,1474
"Prednicarbate","Prednicarbate",2017,17435,1150
"Prednicarbate","Prednicarbate",2018,15760,920
"Prednicarbate","Prednicarbate",2019,17011,722
"Prednicarbate","Prednicarbate",2020,28380,364
"Prednicarbate","Prednicarbate",2021,26415,324
"Prednicarbate","Prednicarbate",2022,20505,250
"Prednicarbate","Prednicarbate",2023,10470,130
"Prednisolone","Prednisolone",2012,6196854.915,27669
"Prednisolone","Prednisolone",2013,7632260.784,33036
"Prednisolone","Prednisolone",2014,5209230.345,26872
"Prednisolone","Prednisolone",2015,4164800.676,26441
"Prednisolone","Prednisolone",2016,3706630.029,28885
"Prednisolone","Prednisolone",2017,3870602.398,35793
"Prednisolone","Prednisolone",2018,5889508.773,39714
"Prednisolone","Prednisolone",2019,8531617.359,38332
"Prednisolone","Prednisolone",2020,7518415.739,26535
"Prednisolone","Prednisolone",2021,6519595.734,21971
"Prednisolone","Prednisolone",2022,8205078.103,31360
"Prednisolone","Prednisolone",2023,4352844.487,20337
"Prednisolone Acetate","Prednisolone Acetate",2012,16564361.462,1200355
"Prednisolone Acetate","Prednisolone Acetate",2013,19150853.95,1399861
"Prednisolone Acetate","Prednisolone Acetate",2014,19744964.907,1468916
"Prednisolone Acetate","Prednisolone Acetate",2015,20315019.5,1509714
"Prednisolone Acetate","Prednisolone Acetate",2016,18419370.016,1426452
"Prednisolone Acetate","Prednisolone Acetate",2017,20087356.724,1585367
"Prednisolone Acetate","Prednisolone Acetate",2018,20994816.4,1666915
"Prednisolone Acetate","Prednisolone Acetate",2019,20625065.513,1663865
"Prednisolone Acetate","Prednisolone Acetate",2020,18772602.006,1508291
"Prednisolone Acetate","Prednisolone Acetate",2021,22536998.428,1778548
"Prednisolone Acetate","Prednisolone Acetate",2022,24570111.299,1885133
"Prednisolone Acetate","Prednisolone Acetate",2023,26276928.948,2012515
"Prednisolone Sodium Phos ODT","Prednisolone Sod Phosphate",2012,NA,NA
"Prednisolone Sodium Phos ODT","Prednisolone Sod Phosphate",2013,NA,NA
"Prednisolone Sodium Phos ODT","Prednisolone Sod Phosphate",2014,NA,NA
"Prednisolone Sodium Phos ODT","Prednisolone Sod Phosphate",2015,10359,220
"Prednisolone Sodium Phos ODT","Prednisolone Sod Phosphate",2016,10097,218
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2014,NA,NA
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2015,11876,294
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2016,6141,425
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2017,8636,441
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2018,12466,456
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2019,12437,380
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2020,7735,246
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2021,13056,381
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2022,12546,397
"Prednisolone Sodium Phos ODT","Prednisolone Sodium Phosphate",2023,15090,404
"Prednisolone Sodium Phosphate","Prednisolone Sod Phosphate",2012,1644903.905,11981
